policy_id,customer_id,policy_type,base_policy,deductible,annual_premium_eur,policy_start_date,policy_end_date,past_number_of_claims,number_of_cars
POL_01146,CUS_05027,Sport - Liability,Liability,400,1745.67,2019-12-13,2020-12-12,2,7
POL_01147,CUS_00573,Sport - Collision,Collision,500,590.07,2024-07-02,2025-07-02,1,5
POL_01148,CUS_00891,Sedan - All Perils,All Perils,400,961.19,2022-01-12,2023-01-12,none,7
POL_01149,CUS_07092,Sport - All Perils,All Perils,700,1216.19,2020-08-22,2021-08-22,2,3
POL_01150,CUS_05448,Utility - Liability,Liability,300,1737.06,2022-09-17,2023-09-17,none,7
POL_01151,CUS_03289,Sport - Collision,Collision,700,1306.69,2022-05-03,2023-05-03,none,5
POL_01152,CUS_02383,Sedan - All Perils,All Perils,700,458.84,2020-01-11,2021-01-10,2,7
POL_01153,CUS_06446,Sport - All Perils,All Perils,300,722.81,2024-07-27,2025-07-27,4,4
POL_01154,CUS_04974,Sedan - Collision,Collision,500,319.91,2020-06-12,2021-06-12,3,2
POL_01155,CUS_04985,Utility - Collision,Collision,400,884.37,2023-02-27,2024-02-27,none,5
POL_01156,CUS_06730,Sport - Liability,Liability,500,1159.22,2023-07-02,2024-07-01,1,6
POL_01157,CUS_01401,Sedan - All Perils,All Perils,400,2372.6,2022-01-25,2023-01-25,none,3
POL_01159,CUS_00696,Sport - Liability,Liability,400,1319.64,2018-10-25,2019-10-25,none,4
POL_01160,CUS_04410,Utility - Collision,Collision,500,626.35,2024-11-07,2025-11-07,2,4
POL_01161,CUS_04728,Sedan - Liability,Liability,700,1918.83,2023-03-20,2024-03-19,none,4
POL_01162,CUS_00278,Sedan - Liability,Liability,300,441.39,2023-10-19,2024-10-18,1,2
POL_01163,CUS_02801,Sport - Collision,Collision,300,427.27,2025-03-23,2026-03-23,4,3
POL_01164,CUS_00080,Utility - Collision,Collision,700,464.74,2023-01-18,2024-01-18,2,6
POL_01165,CUS_00236,Sport - Collision,Collision,400,530.08,2019-12-20,2020-12-19,2,2
POL_01167,CUS_07142,Utility - Liability,Liability,700,497.08,2025-01-16,2026-01-16,4,6
POL_01168,CUS_02218,Utility - All Perils,All Perils,500,731.6,2023-06-14,2024-06-13,3,6
POL_01169,CUS_02322,Utility - Collision,Collision,500,316.45,2020-08-22,2021-08-22,2,5
POL_01171,CUS_02748,Sedan - Collision,Collision,500,866.81,2020-09-02,2021-09-02,none,8
POL_01174,CUS_02162,Sedan - Collision,Collision,300,740.57,2024-10-08,2025-10-08,1,7
POL_01175,CUS_04162,Sport - Liability,Liability,300,378.13,2018-12-28,2019-12-28,more than 4,8
POL_01176,CUS_06503,Sedan - All Perils,All Perils,500,290.16,2023-12-30,2024-12-29,2,2
POL_01177,CUS_00859,Utility - All Perils,All Perils,700,746.64,2019-03-29,2020-03-28,none,2
POL_01178,CUS_01434,Utility - Collision,Collision,400,462.25,2018-11-27,2019-11-27,1,3
POL_01179,CUS_01030,Sedan - Collision,Collision,500,399.45,2023-06-29,2024-06-28,none,6
POL_01183,CUS_05692,Utility - Liability,Liability,500,1073.72,2022-02-12,2023-02-12,3,4
POL_01184,CUS_06870,Sport - Liability,Liability,300,793.21,2022-04-01,2023-04-01,none,6
POL_01185,CUS_04758,Sedan - Liability,Liability,700,1264.7,2024-07-01,2025-07-01,none,2
POL_01187,CUS_06357,Utility - Collision,Collision,400,806.24,2024-05-10,2025-05-10,none,7
POL_01188,CUS_06763,Sport - All Perils,All Perils,400,1167.48,2021-03-17,2022-03-17,none,3
POL_01190,CUS_05821,Sport - All Perils,All Perils,700,751.45,2019-06-16,2020-06-15,2,3
POL_01191,CUS_04515,Sedan - Liability,Liability,400,1116.47,2021-07-22,2022-07-22,1,8
POL_01192,CUS_06035,Sport - Collision,Collision,300,431.74,2018-10-31,2019-10-31,3,5
POL_01193,CUS_03240,Sedan - Collision,Collision,400,1466.7,2020-09-12,2021-09-12,2,3
POL_01194,CUS_02271,Sedan - Liability,Liability,400,1378.08,2024-11-30,2025-11-30,more than 4,1
POL_01197,CUS_02099,Sedan - Collision,Collision,700,1043.28,2019-03-20,2020-03-19,2,3
POL_01198,CUS_02123,Sport - All Perils,All Perils,400,690.98,2022-05-07,2023-05-07,1,6
POL_01199,CUS_04167,Utility - Collision,Collision,500,740.94,2018-08-04,2019-08-04,none,4
POL_01200,CUS_04825,Sedan - All Perils,All Perils,400,1054.27,2020-08-30,2021-08-30,2,8
POL_01201,CUS_04023,Sedan - Collision,Collision,500,1495.67,2024-08-07,2025-08-07,2,7
POL_01202,CUS_04962,Sedan - All Perils,All Perils,300,526.26,2021-01-01,2022-01-01,1,8
POL_01206,CUS_00881,Sedan - Liability,Liability,400,300.68,2021-04-16,2022-04-16,2,8
POL_01207,CUS_02753,Sedan - Collision,Collision,500,813.17,2021-03-14,2022-03-14,1,6
POL_01208,CUS_03988,Sport - Liability,Liability,700,376.6,2022-01-15,2023-01-15,3,4
POL_01209,CUS_01586,Sport - Liability,Liability,300,578.9,2021-01-30,2022-01-30,2,8
POL_01212,CUS_03883,Sport - Liability,Liability,500,603.72,2021-04-18,2022-04-18,3,3
POL_01213,CUS_05822,Utility - All Perils,All Perils,400,399.03,2021-12-09,2022-12-09,1,5
POL_01214,CUS_05687,Sport - Collision,Collision,700,465.46,2020-05-08,2021-05-08,none,3
POL_01216,CUS_04266,Sedan - Collision,Collision,500,563.97,2021-02-06,2022-02-06,none,6
POL_01217,CUS_00796,Utility - All Perils,All Perils,300,759.18,2025-02-01,2026-02-01,none,4
POL_01218,CUS_02521,Utility - Collision,Collision,500,550.23,2024-11-28,2025-11-28,4,3
POL_01219,CUS_00690,Utility - Liability,Liability,500,463.74,2019-12-13,2020-12-12,1,1
POL_01220,CUS_03671,Utility - Collision,Collision,400,1006.61,2024-03-25,2025-03-25,1,8
POL_01221,CUS_03935,Utility - Liability,Liability,500,982.65,2019-01-13,2020-01-13,4,7
POL_01222,CUS_01061,Sport - Liability,Liability,400,470.88,2025-01-26,2026-01-26,1,4
POL_01223,CUS_01599,Sport - Collision,Collision,300,446.66,2023-05-01,2024-04-30,2,1
POL_01224,CUS_05470,Sport - Collision,Collision,300,886.98,2023-04-11,2024-04-10,1,5
POL_01226,CUS_03931,Utility - All Perils,All Perils,700,497.61,2020-10-05,2021-10-05,none,8
POL_01227,CUS_04827,Utility - Collision,Collision,500,507.36,2022-07-05,2023-07-05,none,3
POL_01228,CUS_00426,Sport - Collision,Collision,400,383.17,2021-05-25,2022-05-25,2,8
POL_01230,CUS_02407,Sedan - All Perils,All Perils,300,346.38,2021-08-30,2022-08-30,none,8
POL_01232,CUS_03848,Utility - All Perils,All Perils,300,852.17,2024-08-22,2025-08-22,none,3
POL_01233,CUS_03423,Sedan - Collision,Collision,400,342.21,2023-07-10,2024-07-09,2,3
POL_01234,CUS_05157,Sedan - Collision,Collision,300,988.62,2019-05-13,2020-05-12,none,7
POL_01236,CUS_00932,Sport - Liability,Liability,400,1225.76,2021-01-15,2022-01-15,none,6
POL_01237,CUS_06041,Sedan - All Perils,All Perils,300,624.95,2022-09-05,2023-09-05,2,1
POL_01239,CUS_04439,Sport - All Perils,All Perils,300,795.83,2022-07-22,2023-07-22,none,3
POL_01241,CUS_06721,Sedan - Liability,Liability,300,411.81,2018-10-23,2019-10-23,3,8
POL_01242,CUS_02776,Sedan - Liability,Liability,300,826.06,2018-08-22,2019-08-22,4,5
POL_01243,CUS_06908,Utility - Collision,Collision,400,713.65,2023-05-30,2024-05-29,1,5
POL_01244,CUS_07117,Utility - Collision,Collision,400,1034.58,2025-03-31,2026-03-31,3,2
POL_01246,CUS_02164,Sport - Liability,Liability,400,1317.35,2024-12-26,2025-12-26,1,4
POL_01247,CUS_01463,Sedan - Liability,Liability,700,603.64,2024-12-21,2025-12-21,2,2
POL_01248,CUS_06178,Sedan - Collision,Collision,400,915.66,2024-06-14,2025-06-14,3,4
POL_01249,CUS_04307,Sport - Liability,Liability,300,503.35,2023-04-18,2024-04-17,none,1
POL_01250,CUS_06034,Sedan - All Perils,All Perils,400,836.67,2024-05-05,2025-05-05,more than 4,1
POL_01251,CUS_02602,Utility - Liability,Liability,400,443.17,2022-10-30,2023-10-30,2,8
POL_01252,CUS_05036,Sport - Liability,Liability,500,423.03,2020-09-05,2021-09-05,3,2
POL_01253,CUS_02501,Utility - Collision,Collision,300,1502.25,2020-10-04,2021-10-04,2,2
POL_01254,CUS_01482,Sedan - Liability,Liability,700,1558.83,2023-02-10,2024-02-10,none,7
POL_01255,CUS_06891,Utility - All Perils,All Perils,400,363.11,2020-10-23,2021-10-23,2,8
POL_01257,CUS_05295,Sport - Liability,Liability,300,466.88,2021-06-07,2022-06-07,none,1
POL_01258,CUS_06428,Sedan - All Perils,All Perils,500,790.49,2019-11-11,2020-11-10,4,8
POL_01259,CUS_06234,Utility - Liability,Liability,500,444.24,2022-07-02,2023-07-02,none,3
POL_01260,CUS_02664,Utility - All Perils,All Perils,300,903.16,2021-10-14,2022-10-14,more than 4,2
POL_01262,CUS_06230,Utility - All Perils,All Perils,300,436.14,2024-01-05,2025-01-04,1,5
POL_01263,CUS_04108,Sport - All Perils,All Perils,400,646.87,2025-01-13,2026-01-13,4,1
POL_01264,CUS_03049,Utility - Liability,Liability,400,542.14,2022-05-12,2023-05-12,none,1
POL_01265,CUS_05489,Utility - Collision,Collision,300,385.74,2024-10-26,2025-10-26,1,6
POL_01266,CUS_01593,Utility - Liability,Liability,300,566.78,2022-07-14,2023-07-14,4,8
POL_01267,CUS_03145,Sport - All Perils,All Perils,700,564.63,2023-04-18,2024-04-17,1,7
POL_01270,CUS_06348,Sedan - Liability,Liability,500,514.87,2024-06-11,2025-06-11,none,4
POL_01271,CUS_00392,Sport - All Perils,All Perils,400,645.03,2021-04-02,2022-04-02,2,2
POL_01272,CUS_05242,Utility - Liability,Liability,700,2527.69,2021-07-30,2022-07-30,1,3
POL_01274,CUS_01048,Sedan - Liability,Liability,400,341.29,2018-08-03,2019-08-03,1,7
POL_01275,CUS_02587,Sport - All Perils,All Perils,500,1116.39,2024-12-16,2025-12-16,3,7
POL_01276,CUS_06836,Sedan - Liability,Liability,500,308.2,2019-08-12,2020-08-11,1,2
POL_01277,CUS_03515,Sedan - Collision,Collision,400,571.97,2020-07-05,2021-07-05,2,4
POL_01278,CUS_01228,Utility - All Perils,All Perils,400,530.64,2023-02-07,2024-02-07,more than 4,8
POL_01279,CUS_00278,Sport - Liability,Liability,700,875.44,2022-06-26,2023-06-26,4,2
POL_01280,CUS_04584,Sport - Liability,Liability,400,801.12,2023-01-23,2024-01-23,1,2
POL_01281,CUS_00079,Utility - All Perils,All Perils,500,1048.8,2024-10-05,2025-10-05,1,3
POL_01282,CUS_06642,Utility - Collision,Collision,700,435.38,2019-01-05,2020-01-05,more than 4,6
POL_01283,CUS_00582,Sport - Collision,Collision,700,1035.58,2023-05-12,2024-05-11,none,7
POL_01285,CUS_01019,Sport - Liability,Liability,300,1395.14,2024-09-11,2025-09-11,1,8
POL_01287,CUS_01850,Sport - Liability,Liability,300,878.69,2022-07-02,2023-07-02,none,2
POL_01288,CUS_03623,Sport - Collision,Collision,500,912.67,2024-08-04,2025-08-04,2,6
POL_01289,CUS_04411,Sport - Collision,Collision,500,310.3,2025-03-02,2026-03-02,1,5
POL_01290,CUS_03799,Sport - Liability,Liability,700,590.15,2024-04-22,2025-04-22,4,5
POL_01291,CUS_02835,Sedan - Liability,Liability,500,644.63,2020-08-31,2021-08-31,none,7
POL_01292,CUS_06391,Utility - Liability,Liability,400,2448.59,2019-06-18,2020-06-17,1,7
POL_01294,CUS_04470,Sport - All Perils,All Perils,300,893.63,2024-01-13,2025-01-12,3,7
POL_01296,CUS_06004,Utility - Liability,Liability,400,1136.75,2019-04-16,2020-04-15,none,4
POL_01297,CUS_01109,Sedan - Liability,Liability,400,494.26,2019-01-10,2020-01-10,2,8
POL_01298,CUS_02591,Utility - Collision,Collision,500,1386.92,2023-11-14,2024-11-13,2,2
POL_01299,CUS_05462,Utility - Collision,Collision,400,521.17,2024-10-05,2025-10-05,2,8
POL_01300,CUS_03475,Utility - Collision,Collision,500,580.83,2023-07-02,2024-07-01,more than 4,8
POL_01301,CUS_04180,Sedan - All Perils,All Perils,300,655.88,2024-11-11,2025-11-11,none,7
POL_01303,CUS_05355,Sedan - Liability,Liability,500,349.6,2023-07-28,2024-07-27,4,2
POL_01304,CUS_06544,Utility - Liability,Liability,500,984.6,2019-01-04,2020-01-04,none,6
POL_01305,CUS_01190,Sedan - Liability,Liability,700,431.46,2019-10-07,2020-10-06,none,8
POL_01306,CUS_02306,Sport - Collision,Collision,300,656.36,2019-05-20,2020-05-19,1,2
POL_01307,CUS_01491,Sedan - All Perils,All Perils,400,641.06,2023-08-03,2024-08-02,1,3
POL_01308,CUS_02097,Sport - Liability,Liability,400,768.4,2018-09-02,2019-09-02,2,2
POL_01309,CUS_03771,Utility - All Perils,All Perils,700,1081.14,2023-02-04,2024-02-04,more than 4,5
POL_01310,CUS_02964,Utility - All Perils,All Perils,500,937.04,2025-03-08,2026-03-08,1,1
POL_01311,CUS_05015,Utility - All Perils,All Perils,400,1065.98,2024-10-01,2025-10-01,3,5
POL_01312,CUS_02432,Utility - All Perils,All Perils,300,1234.2,2019-05-13,2020-05-12,none,4
POL_01313,CUS_00751,Sedan - Liability,Liability,400,510.59,2022-10-27,2023-10-27,more than 4,2
POL_01315,CUS_05494,Utility - All Perils,All Perils,300,1768.13,2019-10-06,2020-10-05,3,6
POL_01316,CUS_03657,Sport - All Perils,All Perils,300,2331.57,2020-08-05,2021-08-05,2,2
POL_01317,CUS_01182,Sport - Liability,Liability,300,936.53,2019-06-08,2020-06-07,none,5
POL_01318,CUS_02860,Sedan - Liability,Liability,400,655.93,2023-08-27,2024-08-26,3,5
POL_01320,CUS_05628,Sedan - Liability,Liability,300,378.13,2023-12-20,2024-12-19,2,5
POL_01321,CUS_07091,Sedan - All Perils,All Perils,300,596.57,2019-09-25,2020-09-24,2,1
POL_01322,CUS_03862,Utility - All Perils,All Perils,700,2377.68,2019-08-09,2020-08-08,none,6
POL_01323,CUS_04196,Sport - All Perils,All Perils,400,878.58,2020-05-07,2021-05-07,3,3
POL_01324,CUS_02813,Sedan - Collision,Collision,400,854.29,2020-12-30,2021-12-30,2,1
POL_01325,CUS_01142,Sedan - Liability,Liability,500,741.66,2021-07-15,2022-07-15,2,2
POL_01326,CUS_06089,Sedan - All Perils,All Perils,700,1405.29,2025-04-10,2026-04-10,2,1
POL_01327,CUS_04459,Sport - Liability,Liability,400,605.45,2019-01-11,2020-01-11,none,3
POL_01328,CUS_03682,Sedan - Collision,Collision,400,582.39,2024-09-16,2025-09-16,2,4
POL_01329,CUS_05288,Sport - All Perils,All Perils,300,321.38,2024-10-10,2025-10-10,1,2
POL_01330,CUS_04751,Utility - All Perils,All Perils,400,275.51,2019-07-06,2020-07-05,1,1
POL_01331,CUS_06459,Utility - Liability,Liability,500,793.83,2018-11-30,2019-11-30,3,4
POL_01332,CUS_00047,Sport - Collision,Collision,500,1578.39,2021-03-12,2022-03-12,2,8
POL_01333,CUS_02432,Utility - All Perils,All Perils,400,822.56,2022-10-20,2023-10-20,more than 4,2
POL_01334,CUS_00619,Utility - Collision,Collision,300,823.71,2025-04-13,2026-04-13,2,4
POL_01336,CUS_03972,Sport - Collision,Collision,400,460.27,2023-06-08,2024-06-07,none,8
POL_01337,CUS_03573,Sport - All Perils,All Perils,700,584.78,2022-04-23,2023-04-23,none,7
POL_01339,CUS_06838,Sedan - Collision,Collision,300,818.42,2021-12-14,2022-12-14,2,8
POL_01342,CUS_06071,Sedan - All Perils,All Perils,300,546.02,2019-06-14,2020-06-13,2,7
POL_01343,CUS_02893,Sedan - Liability,Liability,500,640.66,2021-07-30,2022-07-30,3,4
POL_01344,CUS_02083,Utility - Collision,Collision,300,385.87,2020-08-14,2021-08-14,none,1
POL_01345,CUS_03946,Sedan - Collision,Collision,500,607.55,2019-10-13,2020-10-12,none,4
POL_01346,CUS_04038,Sport - Collision,Collision,700,562.24,2024-08-11,2025-08-11,2,1
POL_01348,CUS_00986,Utility - Liability,Liability,700,951.63,2023-04-10,2024-04-09,2,6
POL_01349,CUS_03905,Sedan - All Perils,All Perils,400,1044.54,2019-12-03,2020-12-02,2,8
POL_01350,CUS_04860,Sedan - Liability,Liability,300,525.15,2019-02-18,2020-02-18,1,2
POL_01351,CUS_02083,Sedan - Collision,Collision,500,775.03,2019-01-26,2020-01-26,1,6
POL_01352,CUS_03340,Sport - Liability,Liability,500,321.45,2018-11-22,2019-11-22,1,5
POL_01354,CUS_04008,Sport - All Perils,All Perils,400,427.71,2024-07-01,2025-07-01,2,6
POL_01355,CUS_03418,Sport - Collision,Collision,500,435.28,2020-09-24,2021-09-24,1,2
POL_01356,CUS_03949,Sedan - Liability,Liability,400,510.49,2020-06-27,2021-06-27,3,3
POL_01357,CUS_06724,Sedan - Liability,Liability,700,898.68,2024-11-06,2025-11-06,2,6
POL_01359,CUS_07132,Sport - Collision,Collision,300,246.05,2022-06-19,2023-06-19,none,4
POL_01361,CUS_04279,Sport - Liability,Liability,500,1413.51,2022-02-07,2023-02-07,2,1
POL_01362,CUS_00680,Sport - All Perils,All Perils,400,747.01,2025-01-22,2026-01-22,1,6
POL_01364,CUS_05756,Utility - All Perils,All Perils,300,1185.22,2023-10-31,2024-10-30,1,3
POL_01365,CUS_00486,Sport - Liability,Liability,400,1134.05,2022-10-21,2023-10-21,1,5
POL_01366,CUS_02322,Sport - Collision,Collision,400,1916.29,2023-05-12,2024-05-11,none,4
POL_01368,CUS_06089,Sedan - Liability,Liability,400,584.83,2019-06-29,2020-06-28,none,2
POL_01369,CUS_03341,Sport - All Perils,All Perils,500,551.82,2022-08-06,2023-08-06,1,7
POL_01371,CUS_04695,Utility - Liability,Liability,400,885.58,2023-09-13,2024-09-12,more than 4,5
POL_01372,CUS_00413,Sport - All Perils,All Perils,300,307.15,2024-08-15,2025-08-15,none,7
POL_01373,CUS_04275,Utility - Liability,Liability,500,621.93,2019-10-15,2020-10-14,1,2
POL_01374,CUS_01472,Utility - All Perils,All Perils,300,203.0,2020-04-13,2021-04-13,1,1
POL_01375,CUS_03316,Sedan - Collision,Collision,500,545.05,2021-10-11,2022-10-11,1,2
POL_01377,CUS_02519,Utility - All Perils,All Perils,400,557.23,2021-12-25,2022-12-25,none,4
POL_01379,CUS_05816,Sedan - Liability,Liability,300,286.03,2023-08-06,2024-08-05,none,4
POL_01380,CUS_06167,Sport - Collision,Collision,300,532.66,2022-05-09,2023-05-09,2,8
POL_01381,CUS_01839,Sedan - Liability,Liability,300,1318.7,2018-12-01,2019-12-01,none,6
POL_01383,CUS_00018,Utility - Liability,Liability,700,1062.67,2023-02-08,2024-02-08,3,6
POL_01385,CUS_00802,Utility - Collision,Collision,700,420.13,2019-08-01,2020-07-31,none,4
POL_01386,CUS_05700,Sedan - Liability,Liability,500,741.76,2023-11-23,2024-11-22,1,2
POL_01387,CUS_05562,Utility - Liability,Liability,300,311.9,2023-12-09,2024-12-08,none,2
POL_01388,CUS_01755,Sport - Collision,Collision,300,474.7,2021-07-23,2022-07-23,1,1
POL_01389,CUS_05635,Sedan - Collision,Collision,500,863.37,2023-07-17,2024-07-16,1,2
POL_01390,CUS_00874,Utility - Collision,Collision,500,1767.39,2019-05-31,2020-05-30,none,3
POL_01391,CUS_04695,Utility - All Perils,All Perils,300,477.42,2024-02-05,2025-02-04,1,4
POL_01393,CUS_06471,Utility - Collision,Collision,500,587.5,2025-01-27,2026-01-27,1,5
POL_01395,CUS_03624,Sedan - Collision,Collision,300,1312.11,2025-04-12,2026-04-12,none,3
POL_01396,CUS_06727,Sedan - All Perils,All Perils,500,536.06,2022-03-03,2023-03-03,none,6
POL_01397,CUS_06312,Utility - Liability,Liability,500,538.18,2022-11-27,2023-11-27,2,3
POL_01398,CUS_04871,Sport - Liability,Liability,700,761.97,2022-09-22,2023-09-22,2,5
POL_01399,CUS_06537,Utility - Collision,Collision,500,614.06,2024-06-06,2025-06-06,none,3
POL_01400,CUS_03186,Sedan - Liability,Liability,500,1088.53,2019-11-30,2020-11-29,1,1
POL_01401,CUS_04288,Utility - Liability,Liability,300,136.87,2019-03-18,2020-03-17,none,8
POL_01402,CUS_05871,Sport - Liability,Liability,300,1392.99,2020-10-30,2021-10-30,1,8
POL_01403,CUS_04864,Sedan - Liability,Liability,300,657.64,2023-02-13,2024-02-13,none,3
POL_01404,CUS_03186,Sedan - All Perils,All Perils,500,235.97,2024-03-16,2025-03-16,4,2
POL_01405,CUS_00835,Sport - Collision,Collision,400,372.2,2021-04-12,2022-04-12,1,4
POL_01407,CUS_01292,Sport - All Perils,All Perils,500,404.92,2019-01-06,2020-01-06,none,7
POL_01408,CUS_06187,Sedan - Liability,Liability,700,558.92,2023-07-12,2024-07-11,1,1
POL_01409,CUS_03083,Sport - Liability,Liability,400,732.59,2021-09-24,2022-09-24,none,2
POL_01411,CUS_02044,Sport - Collision,Collision,300,759.12,2025-04-30,2026-04-30,4,7
POL_01412,CUS_05374,Sport - Liability,Liability,400,445.84,2025-02-21,2026-02-21,3,3
POL_01414,CUS_04281,Sedan - All Perils,All Perils,400,821.98,2018-12-09,2019-12-09,4,6
POL_01415,CUS_03505,Sport - Collision,Collision,500,956.2,2021-04-22,2022-04-22,more than 4,7
POL_01416,CUS_01783,Sport - Collision,Collision,700,1086.18,2021-04-30,2022-04-30,none,1
POL_01419,CUS_06125,Utility - Collision,Collision,400,550.92,2020-03-23,2021-03-23,1,5
POL_01420,CUS_07171,Sport - Liability,Liability,400,866.13,2019-12-16,2020-12-15,2,1
POL_01421,CUS_04783,Sedan - All Perils,All Perils,400,478.07,2022-03-02,2023-03-02,2,5
POL_01422,CUS_01092,Sedan - All Perils,All Perils,400,261.77,2025-01-01,2026-01-01,2,5
POL_01423,CUS_01656,Utility - All Perils,All Perils,300,570.93,2020-11-24,2021-11-24,none,3
POL_01424,CUS_04588,Utility - Liability,Liability,400,610.45,2021-01-03,2022-01-03,1,8
POL_01426,CUS_06325,Utility - Collision,Collision,400,929.78,2020-03-29,2021-03-29,3,6
POL_01427,CUS_03832,Sport - Liability,Liability,300,1098.1,2022-07-19,2023-07-19,1,8
POL_01428,CUS_07014,Sedan - All Perils,All Perils,500,969.07,2020-11-15,2021-11-15,1,7
POL_01430,CUS_04594,Utility - Liability,Liability,500,830.97,2024-05-08,2025-05-08,2,8
POL_01431,CUS_03826,Sedan - Collision,Collision,300,594.68,2020-02-25,2021-02-24,none,2
POL_01432,CUS_03560,Utility - Collision,Collision,700,522.67,2024-03-24,2025-03-24,2,7
POL_01433,CUS_07171,Utility - Liability,Liability,400,1438.23,2022-08-22,2023-08-22,4,6
POL_01434,CUS_00779,Sedan - Collision,Collision,400,1019.99,2022-12-26,2023-12-26,3,3
POL_01435,CUS_03427,Utility - Liability,Liability,300,520.78,2024-09-07,2025-09-07,1,8
POL_01436,CUS_00038,Sedan - Collision,Collision,500,1467.1,2020-09-22,2021-09-22,1,5
POL_01437,CUS_03548,Sedan - Collision,Collision,300,397.53,2019-09-20,2020-09-19,1,2
POL_01438,CUS_01578,Sedan - Liability,Liability,300,662.8,2024-11-30,2025-11-30,1,4
POL_01441,CUS_05684,Utility - All Perils,All Perils,700,373.73,2020-08-13,2021-08-13,none,1
POL_01442,CUS_05946,Utility - Collision,Collision,400,865.62,2019-08-30,2020-08-29,none,6
POL_01443,CUS_02162,Utility - Liability,Liability,300,696.05,2025-02-17,2026-02-17,2,1
POL_01446,CUS_03726,Sedan - All Perils,All Perils,700,905.19,2019-07-23,2020-07-22,2,6
POL_01447,CUS_04172,Utility - Liability,Liability,700,1225.97,2020-05-13,2021-05-13,3,1
POL_01448,CUS_04767,Utility - Liability,Liability,400,490.53,2020-12-01,2021-12-01,none,2
POL_01449,CUS_01172,Sport - Liability,Liability,300,495.11,2022-06-23,2023-06-23,4,6
POL_01450,CUS_02905,Sedan - Collision,Collision,400,879.46,2018-12-13,2019-12-13,none,8
POL_01451,CUS_00107,Sedan - Liability,Liability,700,1347.97,2020-02-24,2021-02-23,1,5
POL_01453,CUS_05082,Utility - Collision,Collision,500,411.76,2020-07-05,2021-07-05,none,5
POL_01454,CUS_00277,Utility - All Perils,All Perils,500,1027.35,2018-10-16,2019-10-16,2,3
POL_01455,CUS_06222,Sedan - All Perils,All Perils,400,1030.32,2024-05-22,2025-05-22,4,2
POL_01456,CUS_03307,Sport - Liability,Liability,300,1694.27,2024-06-06,2025-06-06,1,4
POL_01458,CUS_01435,Sport - Liability,Liability,300,607.26,2020-01-22,2021-01-21,none,5
POL_01459,CUS_04689,Sedan - Liability,Liability,300,430.98,2022-04-18,2023-04-18,2,6
POL_01461,CUS_00348,Sport - All Perils,All Perils,500,803.69,2024-01-07,2025-01-06,1,7
POL_01462,CUS_02224,Utility - Liability,Liability,500,802.0,2024-03-29,2025-03-29,2,3
POL_01463,CUS_01171,Utility - Liability,Liability,500,758.95,2023-05-22,2024-05-21,1,8
POL_01464,CUS_01818,Sedan - All Perils,All Perils,500,1332.64,2018-09-29,2019-09-29,1,4
POL_01465,CUS_06977,Utility - All Perils,All Perils,300,828.16,2023-02-15,2024-02-15,2,6
POL_01466,CUS_02098,Sport - Liability,Liability,300,620.36,2025-01-28,2026-01-28,none,4
POL_01467,CUS_03370,Utility - Collision,Collision,700,837.32,2023-08-07,2024-08-06,none,5
POL_01469,CUS_03381,Sport - All Perils,All Perils,400,258.5,2022-12-03,2023-12-03,none,1
POL_01470,CUS_04198,Sedan - All Perils,All Perils,400,525.82,2019-02-11,2020-02-11,2,1
POL_01472,CUS_04139,Sedan - Liability,Liability,400,927.42,2019-08-26,2020-08-25,1,2
POL_01474,CUS_02760,Utility - Collision,Collision,700,977.05,2020-05-30,2021-05-30,1,2
POL_01476,CUS_04574,Utility - Collision,Collision,400,331.52,2022-11-18,2023-11-18,4,4
POL_01477,CUS_05628,Sport - All Perils,All Perils,300,581.26,2021-07-14,2022-07-14,2,2
POL_01478,CUS_05179,Sedan - Liability,Liability,400,1962.54,2022-03-20,2023-03-20,none,5
POL_01479,CUS_03826,Sport - Collision,Collision,700,1320.56,2023-06-25,2024-06-24,none,3
POL_01481,CUS_02607,Sport - Collision,Collision,400,448.56,2023-08-23,2024-08-22,2,3
POL_01482,CUS_07135,Utility - Collision,Collision,400,697.17,2021-02-22,2022-02-22,1,3
POL_01483,CUS_00679,Sedan - All Perils,All Perils,500,392.35,2019-03-01,2020-02-29,1,5
POL_01485,CUS_01126,Utility - All Perils,All Perils,700,775.59,2024-06-11,2025-06-11,3,5
POL_01486,CUS_00389,Sedan - All Perils,All Perils,400,565.79,2022-08-17,2023-08-17,none,2
POL_01487,CUS_06391,Sport - All Perils,All Perils,700,1047.24,2020-07-15,2021-07-15,4,7
POL_01488,CUS_05410,Sport - All Perils,All Perils,500,713.03,2025-04-06,2026-04-06,1,2
POL_01489,CUS_06945,Utility - Liability,Liability,500,682.16,2019-06-28,2020-06-27,4,1
POL_01490,CUS_03807,Sport - All Perils,All Perils,400,1947.27,2023-02-07,2024-02-07,4,4
POL_01492,CUS_02306,Sport - Collision,Collision,500,841.73,2024-11-21,2025-11-21,4,8
POL_01493,CUS_03964,Sedan - Liability,Liability,500,662.58,2022-12-12,2023-12-12,2,7
POL_01494,CUS_03176,Sedan - Collision,Collision,400,595.13,2019-03-18,2020-03-17,none,4
POL_01495,CUS_03835,Sedan - Liability,Liability,500,383.29,2022-08-19,2023-08-19,4,3
POL_01497,CUS_01613,Sport - Collision,Collision,500,282.4,2019-02-15,2020-02-15,1,6
POL_01498,CUS_06262,Sedan - All Perils,All Perils,700,1351.95,2019-03-01,2020-02-29,none,5
