claim_id,policy_id,customer_id,vehicle_id,agent_id,accident_datetime,claim_datetime,fault,accident_area,accident_description,accident_latitude,accident_longitude,police_report_filed,witness_present,number_of_supplements,claimed_amount_eur,repair_workshop
CLM_01088,POL_01466,CUS_02098,VEH_02045,AGT_00013,2025-12-30 17:21:00,2026-02-05 10:21:00,Policy Holder,Suburban,bicycle involved,38.721038,-7.33231,No,Unknown,3,3269.1,Reparaciones Medina - Vitoria
CLM_01089,POL_03122,CUS_03795,VEH_01134,AGT_00033,2025-04-05 04:38:00,2025-04-09 05:38:00,Policy Holder,Suburban,hit and run,43.698743,-5.539153,No,No,1,2588.84,Auto Ramos - Hospitalet
CLM_01090,POL_06610,CUS_02396,VEH_06034,AGT_00010,2023-06-09 16:08:00,2023-07-02 10:08:00,Policy Holder,Urban,pedestrian involved,37.797179,-7.268447,Yes,No,0,816.27,Chapa y Pintura Molina - Vitoria
CLM_01091,POL_07551,CUS_00627,VEH_04079,AGT_00078,2022-11-16 08:51:00,2022-11-29 23:51:00,Policy Holder,Parking,theft attempt,42.492243,3.274491,No,No,2,1746.38,Auto Suárez - Coruña
CLM_01092,POL_06300,CUS_01935,VEH_01237,AGT_00109,2023-06-13 23:21:00,2023-07-20 05:21:00,Third Party,Highway,multi-vehicle pileup,41.646293,1.556656,No,No,4,5806.3,Taller Blanco - Alicante
CLM_01094,POL_02650,CUS_00432,VEH_07409,AGT_00013,2025-08-20 04:18:00,2025-09-08 22:18:00,Policy Holder,Highway,pothole damage,36.268201,-8.81611,No,Yes,4,5076.11,Carrocerías Rivera - Hospitalet
CLM_01095,POL_01140,CUS_03819,VEH_06747,AGT_00112,2022-11-07 19:44:00,2022-12-13 05:44:00,Policy Holder,Rural,hit and run,41.359005,1.161031,Yes,Yes,5,9270.38,Auto Núñez - Málaga
CLM_01096,POL_03051,CUS_02329,VEH_05408,AGT_00148,2024-11-13 16:57:00,2024-12-07 18:57:00,Policy Holder,Urban,pedestrian involved,37.542907,-5.296111,Yes,No,2,7687.35,Reparaciones Moreno - Gijón
CLM_01097,POL_00426,CUS_02758,VEH_03481,AGT_00095,2022-10-28 18:47:00,2022-11-07 11:47:00,Policy Holder,Urban,pedestrian involved,36.766852,2.106721,Yes,Yes,4,800.71,Carrocerías Gómez - Valencia
CLM_01098,POL_06253,CUS_03483,VEH_07037,AGT_00062,2025-11-10 20:01:00,2025-12-02 01:01:00,Third Party,Parking,fire damage,37.805907,2.526109,No,Yes,6,860.67,Mecánica Rodríguez - Coruña
CLM_01099,POL_07621,CUS_06299,VEH_07966,AGT_00027,2025-08-17 09:33:00,2025-09-17 19:33:00,Policy Holder,Urban,hit and run,40.657896,-5.677292,No,No,0,762.02,Auto Ramírez - Bilbao
CLM_01100,POL_00620,CUS_02812,VEH_00239,AGT_00115,2024-04-06 02:55:00,2024-04-10 21:55:00,Third Party,Urban,falling object,42.426171,-1.771713,No,No,2,4972.46,Mecánica Rodríguez - Coruña
CLM_01101,POL_01492,CUS_02306,VEH_04803,AGT_00175,2022-02-21 12:37:00,2022-04-06 15:37:00,Third Party,Urban,flooding damage,41.329669,-5.712205,No,Yes,1,836.97,Carrocerías Martínez - Madrid
CLM_01104,POL_01168,CUS_02218,VEH_05941,AGT_00032,2023-05-02 09:26:00,2023-06-09 05:26:00,Policy Holder,Urban,single vehicle accident,42.674824,-6.341398,No,No,6,1631.24,Reparaciones Rodríguez - Palma
CLM_01105,POL_09017,CUS_00208,VEH_04557,AGT_00175,2023-04-11 15:41:00,2023-05-24 14:41:00,Policy Holder,Highway,side impact,41.373254,-1.935444,No,Yes,0,1705.63,Chapa y Pintura Morales - Córdoba
CLM_01106,POL_04386,CUS_06824,VEH_00787,AGT_00023,2024-10-26 17:27:00,2024-12-09 20:27:00,Third Party,Urban,multi-vehicle pileup,36.67254,0.409589,Yes,No,6,11293.07,Reparaciones Rodríguez - Palma
CLM_01107,POL_06615,CUS_05591,VEH_00998,AGT_00012,2024-08-06 23:22:00,2024-08-17 07:22:00,Policy Holder,Urban,pedestrian involved,37.472942,2.172361,No,Yes,5,567.51,Reparaciones Medina - Alicante
CLM_01108,POL_03976,CUS_00051,VEH_05001,AGT_00136,2025-05-18 01:51:00,2025-05-29 01:51:00,Policy Holder,Rural,pedestrian involved,43.461491,-4.859931,Yes,No,6,1322.23,Garage Morales - Las Palmas
CLM_01111,POL_02523,CUS_00266,VEH_08019,AGT_00048,2023-06-06 13:31:00,2023-06-14 23:31:00,Policy Holder,Suburban,bicycle involved,42.364202,-9.141645,Yes,No,2,550.27,Carrocerías Díaz - Vigo
CLM_01114,POL_06563,CUS_00052,VEH_07228,AGT_00144,2022-10-29 08:45:00,2022-11-27 04:45:00,Policy Holder,Suburban,pedestrian involved,43.371195,-2.07547,Unknown,Yes,1,316.03,Carrocerías Sánchez - Alicante
CLM_01115,POL_08943,CUS_05799,VEH_07338,AGT_00153,2025-11-08 09:19:00,2025-11-24 18:19:00,Third Party,Urban,multi-vehicle pileup,40.00238,-2.184749,No,Unknown,4,7491.95,Garage Castro - Gijón
CLM_01117,POL_03963,CUS_06005,VEH_04036,AGT_00025,2025-05-04 21:41:00,2025-05-09 23:41:00,Policy Holder,Urban,rear-end collision,38.337807,-0.805058,No,No,1,3757.42,Carrocerías Castillo - Valencia
CLM_01119,POL_01833,CUS_00252,VEH_04254,AGT_00080,2025-12-02 23:19:00,2025-12-15 06:19:00,Third Party,Suburban,theft attempt,43.468182,-3.20133,Yes,No,5,1362.81,Garage Suárez - Elche
CLM_01120,POL_03364,CUS_04251,VEH_00066,AGT_00076,2025-03-08 15:38:00,2025-04-09 20:38:00,Policy Holder,Highway,pothole damage,36.115703,2.140567,No,No,0,4291.98,Carrocerías Gómez - Valencia
CLM_01121,POL_01232,CUS_03848,VEH_04150,AGT_00026,2023-12-20 22:38:00,2024-01-01 15:38:00,Policy Holder,Urban,frontal collision,40.311389,-7.188958,No,No,6,2181.21,Auto Ortega - Gijón
CLM_01122,POL_09074,CUS_01541,VEH_01110,AGT_00053,2024-03-13 15:04:00,2024-03-17 04:04:00,Third Party,Suburban,glass breakage,37.366923,-8.74247,Yes,No,2,1928.35,Carrocerías Rivera - Hospitalet
CLM_01125,POL_07440,CUS_02342,VEH_07037,AGT_00139,2025-09-20 07:13:00,2025-09-28 19:13:00,Third Party,Suburban,theft attempt,39.719063,-6.084622,Yes,Yes,5,835.98,Garage Ruiz - Gijón
CLM_01128,POL_07587,CUS_00772,VEH_07465,AGT_00043,2024-05-28 12:11:00,2024-06-20 00:11:00,Third Party,Suburban,flooding damage,37.517688,-5.2939,Yes,No,4,2048.66,Carrocerías Díaz - Zaragoza
CLM_01130,POL_01920,CUS_01479,VEH_04177,AGT_00012,2022-06-14 05:48:00,2022-07-24 02:48:00,Third Party,Suburban,multi-vehicle pileup,36.329814,-4.509658,No,No,6,851.74,Garage Castro - Valladolid
CLM_01131,POL_07847,CUS_01514,VEH_01256,AGT_00057,2024-03-18 05:56:00,2024-03-23 07:56:00,Third Party,Urban,hit and run,41.389672,-6.840988,No,Yes,6,1290.29,Carrocerías Molina - Zaragoza
CLM_01132,POL_09076,CUS_05652,VEH_07783,AGT_00118,2024-10-24 08:11:00,2024-11-06 23:11:00,Third Party,Urban,frontal collision,36.053155,-3.886679,No,No,0,2262.12,Carrocerías Martínez - Madrid
CLM_01133,POL_09276,CUS_02092,VEH_03675,AGT_00045,2023-10-16 06:01:00,2023-11-08 08:01:00,Policy Holder,Highway,hit and run,39.570386,-1.504059,No,Yes,0,477.73,Garage Castro - Valladolid
CLM_01135,POL_03106,CUS_05789,VEH_08147,AGT_00004,2024-05-07 08:13:00,2024-05-14 02:13:00,Policy Holder,Highway,bicycle involved,37.007455,-3.984056,No,Yes,1,2805.11,Auto Ortiz - Murcia
CLM_01136,POL_03928,CUS_05374,VEH_03330,AGT_00172,2025-03-08 15:15:00,2025-03-13 05:15:00,Policy Holder,Urban,hit and run,36.787799,-4.442604,No,Yes,7,4430.63,Auto Reyes - Bilbao
CLM_01137,POL_04843,CUS_00520,VEH_04304,AGT_00069,2023-01-06 18:32:00,2023-01-20 17:32:00,Policy Holder,Urban,rear-end collision,41.890039,-1.118898,No,Yes,5,15072.54,Carrocerías Serrano - Coruña
CLM_01138,POL_08738,CUS_01950,VEH_05090,AGT_00084,2025-05-21 04:41:00,2025-05-31 10:41:00,Policy Holder,Urban,vandalism,39.169478,-3.263046,No,Yes,6,341.78,Carrocerías Serrano - Alicante
CLM_01139,POL_04450,CUS_03995,VEH_00018,AGT_00103,2023-04-11 05:46:00,2023-05-05 22:46:00,Policy Holder,Highway,hit and run,40.930581,-2.138388,No,Unknown,4,1242.35,Chapa y Pintura Domínguez - Elche
CLM_01140,POL_05021,CUS_04824,VEH_04123,AGT_00017,2022-05-05 12:01:00,2022-06-03 14:01:00,Policy Holder,Urban,single vehicle accident,42.103253,-0.251802,Yes,Unknown,1,1281.9,Taller Serrano - Las Palmas
CLM_01141,POL_07828,CUS_05908,VEH_05556,AGT_00044,2025-11-06 07:08:00,2025-11-12 09:08:00,Third Party,Suburban,hit and run,37.016946,-0.475079,No,No,6,1252.4,Carrocerías Castillo - Barcelona
CLM_01142,POL_01490,CUS_03807,VEH_05495,AGT_00037,2023-07-27 02:25:00,2023-08-26 05:25:00,Policy Holder,Rural,animal collision,41.391478,-3.162924,Yes,No,4,1616.27,Reparaciones Torres - Alicante
CLM_01143,POL_08591,CUS_06907,VEH_04427,AGT_00112,2023-03-13 12:33:00,2023-03-18 21:33:00,Third Party,Rural,falling object,38.39869,-8.452369,No,Yes,5,494.27,Reparaciones Torres - Alicante
CLM_01144,POL_00214,CUS_03150,VEH_06342,AGT_00093,2025-03-31 21:33:00,2025-05-07 17:33:00,Policy Holder,Urban,pothole damage,37.486805,-1.423013,No,No,6,5236.5,Chapa y Pintura Castillo - Las Palmas
CLM_01145,POL_01896,CUS_05833,VEH_03264,AGT_00117,2024-07-05 20:31:00,2024-08-18 17:31:00,Third Party,Suburban,pothole damage,37.167817,-1.770797,No,No,1,255.37,Auto Ortiz - Bilbao
CLM_01146,POL_06460,CUS_04264,VEH_05745,AGT_00044,2022-01-17 14:25:00,2022-01-28 17:25:00,Third Party,Suburban,parking damage,36.423955,-8.021932,No,No,2,182.83,Reparaciones Rodríguez - Hospitalet
CLM_01147,POL_04498,CUS_01999,VEH_00250,AGT_00046,2024-10-06 08:09:00,2024-10-14 23:09:00,Third Party,Highway,single vehicle accident,39.746316,2.228676,Unknown,No,1,3289.88,Mecánica Rodríguez - Alicante
CLM_01148,POL_01724,CUS_02285,VEH_06376,AGT_00034,2022-04-10 09:08:00,2022-04-28 12:08:00,Policy Holder,Urban,theft attempt,41.132584,-1.022032,No,Yes,2,4518.22,Carrocerías Marín - Málaga
CLM_01149,POL_06758,CUS_06799,VEH_08164,AGT_00134,2025-01-28 03:11:00,2025-03-09 22:11:00,Third Party,Rural,glass breakage,41.148006,3.15429,Yes,Yes,3,591.45,Reparaciones Suárez - Elche
CLM_01151,POL_06139,CUS_01333,VEH_06785,AGT_00161,2022-02-01 12:28:00,2022-02-23 14:28:00,Policy Holder,Urban,vandalism,38.663916,-1.148956,No,Yes,2,693.84,Carrocerías Torres - Bilbao
CLM_01152,POL_01142,CUS_04497,VEH_02469,AGT_00144,2023-12-06 01:20:00,2023-12-18 22:20:00,Policy Holder,Highway,pothole damage,38.868077,-5.468618,Yes,No,4,1073.91,Garage Martínez - Hospitalet
CLM_01153,POL_06890,CUS_05076,VEH_00463,AGT_00120,2022-02-01 20:03:00,2022-03-03 15:03:00,Third Party,Urban,fire damage,43.140286,-2.632512,No,Yes,0,6088.24,Garage Vázquez - Vitoria
CLM_01154,POL_00050,CUS_04166,VEH_03699,AGT_00092,2023-04-03 22:24:00,2023-04-22 06:24:00,Policy Holder,Urban,mechanical failure,42.687885,-1.767998,Unknown,No,6,1523.34,Garage Iglesias - Gijón
CLM_01155,POL_09397,CUS_02989,VEH_02637,AGT_00161,2025-04-27 23:18:00,2025-05-08 19:18:00,Policy Holder,Rural,hit and run,40.530396,-2.161951,No,No,5,3438.13,Reparaciones Rubio - Murcia
CLM_01157,POL_06621,CUS_00131,VEH_05659,AGT_00127,2022-03-01 08:03:00,2022-03-31 12:03:00,Policy Holder,Highway,parking damage,43.235098,-6.041723,Yes,No,0,5132.07,Taller Blanco - Gijón
CLM_01158,POL_01670,CUS_04093,VEH_01231,AGT_00086,2023-08-03 20:09:00,2023-09-14 03:09:00,Policy Holder,Suburban,falling object,38.045346,-8.022644,No,No,2,3482.18,Garage González - Málaga
CLM_01159,POL_07517,CUS_02732,VEH_01445,AGT_00151,2024-07-17 11:24:00,2024-07-28 09:24:00,Policy Holder,Urban,theft attempt,39.655386,-2.057448,No,No,2,2867.16,Auto Castro - Hospitalet
CLM_01160,POL_01914,CUS_03908,VEH_02742,AGT_00120,2024-06-20 05:56:00,2024-07-26 18:56:00,Policy Holder,Urban,bicycle involved,36.682872,-3.803582,No,No,4,5424.71,Reparaciones Castillo - Zaragoza
CLM_01162,POL_00546,CUS_04593,VEH_04101,AGT_00144,2024-12-10 05:57:00,2025-01-07 19:57:00,Third Party,Suburban,pothole damage,42.662604,-4.642109,Yes,No,6,1074.48,Carrocerías González - Coruña
CLM_01163,POL_06679,CUS_06186,VEH_04990,AGT_00171,2025-09-04 07:15:00,2025-09-29 18:15:00,Third Party,Urban,fire damage,39.807349,1.787443,Yes,No,7,3515.33,Mecánica Ramos - Palma
CLM_01165,POL_02732,CUS_06659,VEH_05103,AGT_00101,2023-07-05 04:51:00,2023-07-22 09:51:00,Third Party,Urban,weather-related,43.157026,-0.766257,No,No,2,1286.4,Taller Ramos - Granada
CLM_01166,POL_03035,CUS_04077,VEH_00706,AGT_00101,2022-04-10 20:05:00,2022-04-22 06:05:00,Policy Holder,Urban,rollover,42.018839,-7.293654,Yes,Yes,5,1001.35,Carrocerías Domínguez - Elche
CLM_01167,POL_06929,CUS_03164,VEH_08296,AGT_00130,2022-03-05 18:39:00,2022-04-14 09:39:00,Policy Holder,Urban,bicycle involved,36.006145,0.429137,No,Yes,4,4121.06,Reparaciones Castro - Coruña
CLM_01168,POL_06497,CUS_05810,VEH_02442,AGT_00013,2023-06-06 12:59:00,2023-07-02 08:59:00,Policy Holder,Urban,multi-vehicle pileup,37.225092,-5.789796,No,No,5,318.46,Reparaciones Ortiz - Bilbao
CLM_01169,POL_04595,CUS_04439,VEH_06474,AGT_00075,2023-06-26 14:44:00,2023-07-28 13:44:00,Third Party,Urban,bicycle involved,43.759796,-1.78783,No,No,4,4428.31,Chapa y Pintura Rubio - Hospitalet
CLM_01170,POL_07988,CUS_02628,VEH_02232,AGT_00084,2024-06-05 13:01:00,2024-06-27 11:01:00,Policy Holder,Urban,fire damage,41.432712,2.087957,No,Yes,0,394.77,Carrocerías Torres - Bilbao
CLM_01171,POL_04163,CUS_00942,VEH_01993,AGT_00147,2023-10-05 09:40:00,2023-11-02 21:40:00,Policy Holder,Urban,single vehicle accident,39.222383,-2.386134,No,No,5,6244.43,Mecánica Medina - Elche
CLM_01172,POL_07214,CUS_04507,VEH_01856,AGT_00069,2025-05-06 23:41:00,2025-06-01 16:41:00,Policy Holder,Suburban,flooding damage,37.256131,0.077235,No,No,2,6372.07,Garage Blanco - Valencia
CLM_01174,POL_05537,CUS_04725,VEH_07286,AGT_00122,2025-06-24 07:04:00,2025-07-23 08:04:00,Third Party,Urban,animal collision,36.42928,-1.8479,No,Yes,0,7086.8,Carrocerías Castro - Gijón
CLM_01175,POL_06505,CUS_03135,VEH_05006,AGT_00032,2023-05-15 03:32:00,2023-06-09 03:32:00,Policy Holder,Highway,pothole damage,43.030341,1.25851,Unknown,No,5,1165.28,Garage Rubio - Hospitalet
CLM_01177,POL_04380,CUS_05817,VEH_06166,AGT_00019,2024-03-10 03:35:00,2024-03-21 08:35:00,Policy Holder,Urban,multi-vehicle pileup,38.998278,-2.782826,Yes,No,2,724.89,Carrocerías Gómez - Valencia
CLM_01179,POL_03833,CUS_00095,VEH_02251,AGT_00036,2023-01-23 01:21:00,2023-02-28 11:21:00,Third Party,Highway,rear-end collision,38.623173,-7.5313,Yes,No,4,1467.7,Chapa y Pintura Castro - Las Palmas
CLM_01180,POL_05628,CUS_04333,VEH_01868,AGT_00064,2023-04-06 16:14:00,2023-05-11 02:14:00,Policy Holder,Highway,frontal collision,42.684599,-9.017148,Yes,Yes,2,2520.1,Chapa y Pintura Gil - Sevilla
CLM_01181,POL_03012,CUS_02643,VEH_00053,AGT_00061,2024-02-22 12:53:00,2024-02-23 07:53:00,Third Party,Urban,animal collision,40.681404,-5.955022,Yes,Yes,1,3153.97,Chapa y Pintura Moreno - Alicante
CLM_01183,POL_03271,CUS_03386,VEH_00271,AGT_00122,2024-07-25 13:08:00,2024-08-03 18:08:00,Policy Holder,Rural,rollover,38.948405,-3.521278,Yes,Unknown,3,744.01,Chapa y Pintura Castro - Palma
CLM_01185,POL_07743,CUS_05422,VEH_06680,AGT_00164,2024-01-03 22:26:00,2024-01-25 02:26:00,Policy Holder,Suburban,frontal collision,39.893015,-8.53848,No,No,1,1394.59,Carrocerías García - Palma
CLM_01186,POL_06179,CUS_01261,VEH_08527,AGT_00080,2024-10-28 08:45:00,2024-11-19 10:45:00,Policy Holder,Urban,bicycle involved,38.617475,-2.719553,No,No,6,854.84,Carrocerías Gómez - Valencia
CLM_01190,POL_06413,CUS_06105,VEH_02479,AGT_00005,2023-03-01 14:38:00,2023-03-02 04:38:00,Third Party,Urban,single vehicle accident,40.075742,-0.181391,No,No,1,2409.46,Chapa y Pintura Navarro - Hospitalet
CLM_01191,POL_07411,CUS_04211,VEH_06136,AGT_00006,2024-09-17 07:24:00,2024-10-28 02:24:00,Third Party,Suburban,fire damage,37.416611,-8.647381,Unknown,No,3,560.98,Garage Marín - Murcia
CLM_01192,POL_08005,CUS_07117,VEH_01993,AGT_00063,2025-09-04 14:18:00,2025-10-11 05:18:00,Policy Holder,Urban,weather-related,38.884957,-0.784285,Yes,Yes,4,1754.48,Reparaciones Jiménez - Hospitalet
CLM_01194,POL_06315,CUS_01089,VEH_06041,AGT_00009,2024-08-20 23:53:00,2024-09-29 10:53:00,Policy Holder,Urban,mechanical failure,43.286856,-7.694685,No,No,4,262.57,Chapa y Pintura Morales - Granada
CLM_01195,POL_01920,CUS_01479,VEH_02903,AGT_00087,2023-09-19 10:42:00,2023-11-03 05:42:00,Policy Holder,Urban,theft attempt,43.681374,-5.137412,No,Yes,5,4683.2,Taller Hernández - Córdoba
CLM_01196,POL_00149,CUS_01340,VEH_03024,AGT_00141,2024-12-22 05:49:00,2025-01-25 19:49:00,Policy Holder,Suburban,fire damage,39.878245,-5.692786,No,Unknown,2,2684.88,Carrocerías Torres - Madrid
CLM_01197,POL_07760,CUS_03095,VEH_02923,AGT_00097,2023-06-26 15:22:00,2023-08-08 13:22:00,Policy Holder,Parking,hit and run,36.140901,-6.282465,No,Unknown,2,1577.15,Chapa y Pintura Castro - Las Palmas
CLM_01198,POL_07729,CUS_05816,VEH_05898,AGT_00067,2025-05-09 02:03:00,2025-06-21 13:03:00,Policy Holder,Urban,parking damage,39.485811,3.074293,Yes,Unknown,2,3041.42,Mecánica Rubio - Málaga
CLM_01199,POL_06333,CUS_00640,VEH_04543,AGT_00088,2023-08-21 01:07:00,2023-09-14 00:07:00,Policy Holder,Rural,rear-end collision,42.689598,-7.321995,No,No,5,330.24,Reparaciones Castillo - Valencia
CLM_01200,POL_06332,CUS_00250,VEH_01563,AGT_00105,2024-09-21 02:07:00,2024-10-17 10:07:00,Policy Holder,Urban,pothole damage,38.00028,-7.876661,No,No,2,2446.47,Chapa y Pintura Rodríguez - Hospitalet
CLM_01201,POL_02981,CUS_05930,VEH_02640,AGT_00023,2025-02-12 02:02:00,2025-03-02 11:02:00,Policy Holder,Urban,side impact,38.862657,-3.040632,No,No,6,7098.25,Mecánica Rivera - Madrid
CLM_01202,POL_00059,CUS_00875,VEH_06102,AGT_00122,2024-08-06 04:21:00,2024-09-11 03:21:00,Third Party,Urban,animal collision,40.879684,-5.581864,No,No,0,1027.82,Reparaciones Castillo - Alicante
CLM_01203,POL_03774,CUS_02012,VEH_02425,AGT_00038,2022-01-25 00:12:00,2022-03-09 01:12:00,Third Party,Rural,bicycle involved,42.393041,2.583915,No,Yes,1,3254.89,Garage Iglesias - Madrid
CLM_01205,POL_04332,CUS_06718,VEH_05653,AGT_00050,2023-12-25 21:46:00,2024-01-30 07:46:00,Policy Holder,Urban,frontal collision,38.197708,-4.105209,Yes,Yes,7,4756.9,Auto García - Sevilla
CLM_01206,POL_08024,CUS_04617,VEH_06933,AGT_00041,2025-01-22 12:34:00,2025-01-26 06:34:00,Policy Holder,Urban,multi-vehicle pileup,41.031347,-3.673439,Yes,Unknown,6,2001.38,Chapa y Pintura Ortiz - Hospitalet
CLM_01207,POL_02081,CUS_03726,VEH_06158,AGT_00062,2023-03-28 15:29:00,2023-04-17 13:29:00,Policy Holder,Rural,side impact,42.549911,-7.953613,Unknown,Unknown,1,736.11,Garage Díaz - Málaga
CLM_01208,POL_02041,CUS_00134,VEH_00362,AGT_00061,2024-09-21 13:05:00,2024-10-20 06:05:00,Third Party,Urban,animal collision,37.58477,1.16279,No,No,0,1039.0,Chapa y Pintura Ortiz - Barcelona
CLM_01209,POL_03684,CUS_02940,VEH_07813,AGT_00134,2023-01-11 03:32:00,2023-02-20 21:32:00,Policy Holder,Urban,animal collision,39.769203,-5.247193,Yes,No,3,3693.44,Mecánica Delgado - Coruña
CLM_01210,POL_02334,CUS_07060,VEH_07466,AGT_00033,2023-06-11 09:18:00,2023-07-23 15:18:00,Policy Holder,Highway,weather-related,36.597695,1.951898,Yes,No,6,5157.67,Mecánica Ramos - Palma
CLM_01211,POL_07475,CUS_04500,VEH_05397,AGT_00021,2023-10-13 15:19:00,2023-11-01 20:19:00,Third Party,Highway,glass breakage,40.717562,0.22812,No,Yes,2,3078.97,Carrocerías Ramírez - Vitoria
CLM_01212,POL_09384,CUS_01551,VEH_03844,AGT_00061,2025-10-07 16:51:00,2025-11-14 05:51:00,Policy Holder,Suburban,rollover,40.213602,-6.024071,Yes,Yes,2,817.46,Mecánica Pérez - Palma
CLM_01214,POL_04765,CUS_05820,VEH_08263,AGT_00046,2023-09-12 17:17:00,2023-09-25 14:17:00,Policy Holder,Rural,glass breakage,40.660336,-7.153335,Yes,Yes,5,352.86,Carrocerías Díaz - Vigo
CLM_01215,POL_06916,CUS_02644,VEH_03297,AGT_00156,2025-01-14 06:15:00,2025-02-02 09:15:00,Policy Holder,Urban,weather-related,36.272136,0.571081,No,Yes,3,1018.28,Carrocerías Moreno - Granada
CLM_01216,POL_00084,CUS_05335,VEH_00302,AGT_00041,2022-01-11 16:39:00,2022-01-18 04:39:00,Third Party,Rural,falling object,41.615422,-1.170698,Unknown,Yes,6,2007.56,Reparaciones Flores - Valencia
CLM_01219,POL_04395,CUS_02084,VEH_07541,AGT_00060,2022-01-07 00:11:00,2022-01-19 19:11:00,Third Party,Urban,hit and run,38.298118,-8.402104,No,No,5,1201.41,Chapa y Pintura Medina - Bilbao
CLM_01220,POL_09027,CUS_03252,VEH_04791,AGT_00043,2025-10-03 14:01:00,2025-11-14 13:01:00,Policy Holder,Urban,fire damage,40.956862,2.236368,No,No,4,682.43,Carrocerías García - Palma
CLM_01221,POL_04864,CUS_04470,VEH_08270,AGT_00169,2024-01-12 15:05:00,2024-02-03 21:05:00,Third Party,Urban,pedestrian involved,40.344532,-2.411825,No,No,7,1566.54,Reparaciones Suárez - Elche
CLM_01222,POL_01250,CUS_06034,VEH_08050,AGT_00169,2024-06-17 22:28:00,2024-07-08 08:28:00,Third Party,Parking,bicycle involved,43.675621,-3.394438,No,No,5,1863.85,Taller Morales - Elche
CLM_01223,POL_02426,CUS_02123,VEH_04432,AGT_00058,2025-03-19 09:00:00,2025-04-02 07:00:00,Policy Holder,Parking,pedestrian involved,40.204783,-6.274354,Yes,No,0,3028.27,Garage Molina - Coruña
CLM_01225,POL_03932,CUS_04836,VEH_04979,AGT_00064,2023-07-13 11:34:00,2023-08-11 12:34:00,Policy Holder,Urban,parking damage,40.263985,-6.690145,Yes,Unknown,6,774.64,Taller Suárez - Barcelona
CLM_01226,POL_08305,CUS_01677,VEH_06987,AGT_00107,2025-05-03 13:43:00,2025-05-06 14:43:00,Policy Holder,Urban,glass breakage,42.092039,-7.633829,No,No,4,611.83,Reparaciones Torres - Alicante
CLM_01229,POL_04585,CUS_04596,VEH_03203,AGT_00144,2022-07-28 08:50:00,2022-07-30 02:50:00,Third Party,Urban,falling object,37.862924,2.92234,Unknown,No,4,2689.65,Auto Díaz - Gijón
CLM_01230,POL_07269,CUS_05522,VEH_00618,AGT_00139,2022-01-30 16:44:00,2022-02-16 23:44:00,Policy Holder,Parking,pedestrian involved,37.348572,-6.52374,No,Yes,0,3840.27,Mecánica Ramos - Málaga
CLM_01231,POL_04481,CUS_01873,VEH_06294,AGT_00136,2025-09-03 08:52:00,2025-10-10 08:52:00,Policy Holder,Suburban,pothole damage,43.481636,-3.215926,No,No,0,1445.97,Carrocerías Serrano - Coruña
CLM_01232,POL_08677,CUS_04497,VEH_05810,AGT_00138,2024-04-25 03:18:00,2024-04-28 03:18:00,Policy Holder,Rural,side impact,43.697236,-3.596841,No,Yes,3,3974.58,Chapa y Pintura Díaz - Zaragoza
CLM_01233,POL_01462,CUS_02224,VEH_04348,AGT_00119,2022-05-17 14:04:00,2022-05-25 13:04:00,Policy Holder,Suburban,mechanical failure,38.870965,-5.63608,No,No,6,1188.65,Mecánica Serrano - Vigo
CLM_01235,POL_01878,CUS_03052,VEH_06092,AGT_00034,2025-08-20 15:57:00,2025-08-30 22:57:00,Policy Holder,Suburban,rollover,39.831036,3.293118,Yes,No,1,2230.64,Auto Suárez - Barcelona
CLM_01236,POL_00268,CUS_05974,VEH_00584,AGT_00086,2025-12-03 08:32:00,2026-01-04 11:32:00,Third Party,Urban,flooding damage,36.757899,-9.075767,Yes,Yes,1,3016.46,Taller Flores - Valladolid
CLM_01238,POL_03866,CUS_02792,VEH_05914,AGT_00094,2022-10-02 23:27:00,2022-10-12 16:27:00,Policy Holder,Suburban,frontal collision,42.173881,-5.395581,Yes,No,0,16309.0,Carrocerías Ramírez - Coruña
CLM_01239,POL_06471,CUS_05521,VEH_05327,AGT_00075,2023-12-09 21:57:00,2024-01-07 19:57:00,Policy Holder,Suburban,pedestrian involved,41.361203,-1.840076,Yes,No,4,1825.57,Carrocerías Marín - Valencia
CLM_01240,POL_04881,CUS_02099,VEH_06759,AGT_00081,2022-11-07 20:01:00,2022-12-10 12:01:00,Policy Holder,Rural,flooding damage,39.9352,-4.103244,No,Yes,0,3029.96,Mecánica Gil - Barcelona
CLM_01241,POL_02051,CUS_00941,VEH_00696,AGT_00172,2022-10-23 23:09:00,2022-11-08 18:09:00,Third Party,Highway,theft attempt,41.584946,1.047748,No,No,4,2174.74,Auto Jiménez - Alicante
CLM_01242,POL_00454,CUS_01870,VEH_08203,AGT_00158,2023-09-01 01:02:00,2023-09-18 15:02:00,Policy Holder,Urban,weather-related,36.781692,-3.830028,Yes,No,1,2012.72,Garage Gómez - Zaragoza
CLM_01243,POL_01570,CUS_06977,VEH_06518,AGT_00133,2025-10-11 00:16:00,2025-10-12 13:16:00,Policy Holder,Urban,pedestrian involved,40.206011,-5.282663,No,Yes,4,9161.84,Mecánica Medina - Elche
CLM_01244,POL_06209,CUS_00491,VEH_04040,AGT_00004,2025-04-19 17:33:00,2025-05-01 06:33:00,Third Party,Urban,side impact,43.727581,-4.220025,Yes,Yes,1,3158.1,Garage López - Málaga
