vehicle_id,policy_id,license_plate,make,model,manufacture_year,vehicle_category,purchase_price_eur,color,odometer_km,driver_rating
VEH_01214,POL_02534,3557 RJN,Subaru,XV,2008,Sedan,21419.76,Blanco,85461,2
VEH_01215,POL_08406,9228 ZCL,Fiat,Panda,2019,SUV,12038.63,Plata,79045,1
VEH_01216,POL_05177,5263 BGX,Citroën,C5 Aircross,2006,SUV,20464.57,Blanco,188940,1
VEH_01217,POL_05633,3566 JJM,Skoda,Superb,2012,Sport,12822.18,Blanco,61611,2
VEH_01218,POL_05226,8877 LJX,SEAT,Ateca,2017,Sedan,23804.93,Plata,2690,4
VEH_01220,POL_04144,3646 NRC,Lexus,NX,2016,Sedan,18098.39,Rojo,116938,2
VEH_01222,POL_07336,3458 WHY,Chevrolet,Cruze,2015,Sedan,5536.31,Rojo,52242,3
VEH_01223,POL_05888,9800 MSW,Audi,A3,2013,Sedan,28254.7,Beige,279134,3
VEH_01224,POL_02588,7522 KHS,Subaru,Impreza,2021,Van,9537.96,Negro,42385,2
VEH_01225,POL_08226,9881 PJT,Volkswagen,T-Roc,2014,Sedan,13920.63,Plata,26089,2
VEH_01226,POL_01672,5347 TLX,Lexus,ES,2009,SUV,22970.97,Rojo,48695,1
VEH_01227,POL_02837,8002 MXP,Toyota,Camry,2009,Sport,31953.57,Negro,170956,1
VEH_01228,POL_09478,8407 THT,Toyota,Yaris,2019,Coupe,24157.64,Gris,177048,3
VEH_01229,POL_04343,8199 ZWZ,Citroën,C5 Aircross,2019,Sedan,7369.24,Verde,260287,2
VEH_01230,POL_05701,8857 VXL,Jaguar,XF,2007,Sedan,13952.39,Azul,216340,4
VEH_01231,POL_07153,5512 YNS,Mazda,CX-3,2009,Sport,36722.89,Rojo,41336,4
VEH_01232,POL_01147,3358 VVF,Nissan,Qashqai,2024,Sedan,24848.79,Blanco,275413,3
VEH_01234,POL_06134,5162 PSD,Suzuki,Vitara,2013,Sedan,19256.49,Plata,247838,3
VEH_01235,POL_07656,0874 LPV,BMW,Z4,2005,Utility,8146.43,Beige,142360,3
VEH_01237,POL_04922,6345 FWG,Renault,Megane,2008,Sedan,25668.03,Verde,174005,2
VEH_01239,POL_07197,7809 JLM,Ford,Focus,2024,Utility,26530.34,Rojo,198215,2
VEH_01240,POL_09298,5679 JMM,Mazda,Mazda3,2005,Sport,8254.55,Negro,99027,2
VEH_01242,POL_06883,5870 LCP,Mazda,MX-5,2022,SUV,18587.69,Negro,258096,4
VEH_01245,POL_00648,7396 ZXK,SEAT,Arona,2005,SUV,49370.83,Negro,144826,2
VEH_01246,POL_01772,6113 ZGN,Lexus,LC,2007,Sedan,10984.7,Azul,173656,3
VEH_01247,POL_01037,1153 YLS,Mitsubishi,Outlander,2013,Coupe,13836.13,Negro,125679,2
VEH_01248,POL_09136,8766 CKJ,Alfa Romeo,MiTo,2022,Coupe,31763.76,Rojo,177496,1
VEH_01249,POL_04894,7844 JPN,Hyundai,Tucson,2019,Van,27092.34,Marrón,207138,3
VEH_01250,POL_05421,6278 HSB,Skoda,Fabia,2014,Van,9746.82,Beige,145239,1
VEH_01251,POL_00289,5067 GLY,Renault,Twingo,2024,SUV,6341.04,Beige,60237,4
VEH_01252,POL_00851,2915 GBN,Dacia,Logan,2014,Utility,47012.71,Negro,226742,3
VEH_01254,POL_08113,5560 GST,Volkswagen,Passat,2016,Utility,31575.41,Azul,254200,3
VEH_01256,POL_02521,9151 CGF,Volvo,XC60,2017,Coupe,12897.19,Blanco,218376,1
VEH_01257,POL_00714,1266 XTR,Renault,Captur,2022,Sport,32667.68,Amarillo,99384,2
VEH_01258,POL_04757,0050 GGS,Jeep,Wrangler,2020,Coupe,28408.14,Negro,70202,4
VEH_01259,POL_02051,2086 LNL,Dacia,Spring,2009,Sedan,10019.47,Gris,242140,1
VEH_01260,POL_06172,2073 ZYZ,Mazda,Mazda2,2006,Coupe,17568.5,Negro,40227,2
VEH_01262,POL_07265,0627 HMV,Kia,Rio,2019,SUV,9928.74,Blanco,240120,1
VEH_01263,POL_07365,8736 WDC,Dacia,Jogger,2019,Sedan,13239.11,Blanco,237699,2
VEH_01264,POL_00618,0936 VXK,Toyota,Prius,2024,Sport,12912.25,Gris,160616,3
VEH_01265,POL_01041,3345 MTK,Peugeot,5008,2020,Sedan,9605.84,Amarillo,21424,2
VEH_01266,POL_04110,8937 SBN,Mercedes-Benz,Clase C,2022,Sedan,13584.62,Azul,199350,2
VEH_01267,POL_00076,3985 DFH,Dacia,Sandero,2013,Utility,13138.31,Azul,82428,2
VEH_01268,POL_04453,5268 KLP,Volkswagen,Touareg,2011,SUV,17282.47,Plata,22175,1
VEH_01269,POL_00931,8092 ZMX,Chevrolet,Malibu,2010,SUV,11523.78,Rojo,57530,2
VEH_01270,POL_09423,5068 DLR,Subaru,Outback,2006,Coupe,19544.1,Verde,79068,3
VEH_01272,POL_03810,7963 PYK,Jaguar,F-Pace,2009,Sedan,5187.94,Verde,189175,1
VEH_01273,POL_07979,5720 SBJ,Mazda,Mazda2,2014,Sedan,22928.69,Azul,94317,3
VEH_01274,POL_05737,4446 TRC,Mazda,Mazda3,2018,SUV,7304.9,Rojo,10739,3
VEH_01275,POL_04989,5824 DDY,Volvo,V40,2010,Sedan,6857.92,Plata,102789,3
VEH_01276,POL_01808,9763 XYF,Porsche,Panamera,2020,Van,7521.56,Rojo,135758,2
VEH_01277,POL_05096,6089 CSJ,Mitsubishi,Eclipse Cross,2018,Sedan,25938.25,Blanco,81635,3
VEH_01278,POL_04179,5655 TWW,Nissan,Micra,2024,Sedan,14455.06,Negro,120612,4
VEH_01279,POL_02123,7300 WVD,Kia,Rio,2020,Sedan,15359.6,Azul,168570,2
VEH_01280,POL_00011,9421 HDZ,Citroën,Berlingo,2018,Sport,26130.63,Rojo,65137,2
VEH_01281,POL_07967,9672 SPT,Hyundai,Ioniq,2005,Sport,5371.72,Negro,169057,4
VEH_01282,POL_00085,5586 LZT,Subaru,Impreza,2019,SUV,19922.73,Blanco,250906,4
VEH_01283,POL_05270,9152 KDP,Toyota,Corolla,2019,Van,13665.1,Plata,221540,3
VEH_01284,POL_01749,7516 VZG,Land Rover,Velar,2015,Utility,21225.89,Rojo,82973,3
VEH_01286,POL_02786,6471 LZR,Volkswagen,Touareg,2021,Sedan,12886.78,Blanco,264261,1
VEH_01287,POL_07653,6996 WFY,Volkswagen,Tiguan,2005,Sedan,10046.76,Negro,261759,3
VEH_01288,POL_07345,2623 MDB,Audi,Q3,2010,Sedan,13272.02,Blanco,209797,3
VEH_01289,POL_08457,1432 VZZ,Volkswagen,Tiguan,2009,Utility,31848.53,Plata,201646,1
VEH_01290,POL_06495,0008 FFS,Honda,CR-V,2008,Sedan,12159.58,Blanco,162083,4
VEH_01291,POL_02366,2660 LPF,Toyota,RAV4,2022,Sport,38172.95,Gris,59975,2
VEH_01293,POL_05058,7269 MFC,Porsche,Taycan,2005,Sedan,15358.0,Verde,114889,3
VEH_01295,POL_06371,2241 DTN,Land Rover,Discovery,2017,Sport,41594.18,Negro,246295,1
VEH_01296,POL_06338,9935 DYW,Honda,Fit,2017,Sedan,13279.56,Negro,75515,3
VEH_01297,POL_04903,3157 WFT,Jeep,Cherokee,2013,Sedan,6899.41,Blanco,140926,4
VEH_01301,POL_04089,5673 ZDR,Mercedes-Benz,Clase C,2008,Sedan,47046.85,Negro,111469,1
VEH_01305,POL_06962,1798 XPG,Volvo,XC40,2016,Sedan,18798.07,Blanco,188964,1
VEH_01306,POL_00960,3040 JMZ,Fiat,Punto,2017,Sport,12554.86,Azul,11143,2
VEH_01307,POL_09204,3020 MKD,Dacia,Spring,2015,Van,38136.07,Marrón,265537,2
VEH_01308,POL_02298,5108 TZM,Chevrolet,Spark,2009,Sedan,16022.01,Rojo,189683,1
VEH_01309,POL_06958,0985 LPC,Fiat,500,2021,Utility,26491.65,Negro,8201,3
VEH_01310,POL_04074,5948 GHV,Toyota,Corolla,2024,Sedan,11958.33,Blanco,21224,2
VEH_01312,POL_03797,6192 KSR,Mazda,MX-5,2017,Utility,18021.11,Verde,233115,4
VEH_01313,POL_06721,4332 LKR,Jeep,Grand Cherokee,2008,SUV,15807.01,Gris,15640,1
VEH_01314,POL_01414,1428 YHP,Suzuki,S-Cross,2013,Sport,8575.53,Rojo,123920,2
VEH_01315,POL_01819,8895 SBN,Dacia,Sandero,2024,Sedan,35671.65,Plata,16477,2
VEH_01317,POL_00788,6577 JPB,Suzuki,S-Cross,2020,SUV,23847.08,Azul,35235,1
VEH_01318,POL_05229,4675 HZD,Hyundai,Santa Fe,2009,Van,9234.96,Negro,33014,2
VEH_01319,POL_07963,7492 BYM,Chevrolet,Trax,2022,Sedan,16773.24,Gris,273214,1
VEH_01320,POL_05699,5937 KHC,Honda,HR-V,2014,Sedan,44075.29,Rojo,133183,1
VEH_01321,POL_03735,3018 BWH,Dacia,Duster,2019,Van,17779.1,Plata,273569,3
VEH_01322,POL_01453,5182 NDS,Opel,Corsa,2019,Utility,19724.13,Blanco,211165,3
VEH_01323,POL_08622,5665 ZTT,Volkswagen,Passat,2014,Utility,13195.34,Blanco,159388,3
VEH_01324,POL_08112,9904 JCR,Lexus,IS,2011,Sedan,25784.14,Rojo,133695,3
VEH_01325,POL_05647,4516 JJC,Land Rover,Evoque,2009,Utility,9265.34,Azul,102411,2
VEH_01326,POL_00971,5345 BXH,Ford,Mondeo,2012,Sport,16007.22,Plata,143639,1
VEH_01327,POL_04656,9312 NTT,Audi,Q5,2020,Sedan,21907.71,Beige,216881,1
VEH_01328,POL_01029,9207 WTS,Nissan,X-Trail,2007,Sedan,23898.02,Blanco,78399,2
VEH_01329,POL_03910,5499 VHR,Volvo,XC90,2020,Utility,5147.73,Negro,54500,3
VEH_01330,POL_05399,9582 WNG,Ford,Puma,2020,SUV,17351.94,Naranja,250492,3
VEH_01331,POL_04566,0200 NTZ,Volkswagen,Polo,2021,Sedan,5577.27,Verde,169703,2
VEH_01332,POL_03860,7968 XFK,Alfa Romeo,Stelvio,2009,SUV,33946.68,Blanco,100762,1
VEH_01333,POL_04280,1025 HRB,Citroën,C3 Aircross,2016,SUV,40326.8,Blanco,118592,2
VEH_01334,POL_02529,5520 FZF,Nissan,X-Trail,2017,Utility,24484.36,Verde,232633,1
VEH_01335,POL_02789,2117 XSZ,Opel,Crossland,2013,Utility,91312.69,Blanco,182017,2
VEH_01337,POL_04526,1281 DXL,Mazda,CX-3,2009,SUV,16242.37,Gris,234560,2
VEH_01338,POL_09371,7292 GNH,Porsche,Macan,2022,SUV,23944.48,Negro,210597,1
VEH_01339,POL_09331,1535 RXL,Land Rover,Discovery,2016,Utility,15767.33,Beige,128825,4
VEH_01341,POL_09460,6970 CLL,Renault,Clio,2013,Sedan,21317.11,Negro,174087,3
VEH_01343,POL_05842,9227 PMY,Mercedes-Benz,Clase E,2012,Sedan,8493.4,Rojo,101258,2
VEH_01344,POL_01762,3598 VKR,Kia,Sportage,2005,Van,24473.77,Blanco,259981,1
VEH_01345,POL_00411,8650 XRX,Peugeot,3008,2014,Utility,46744.57,Negro,242493,3
VEH_01346,POL_04230,9188 GWX,Ford,Mondeo,2018,Sport,51134.31,Plata,155812,1
VEH_01347,POL_03134,4973 SYD,Kia,Sorento,2023,Sedan,28348.07,Rojo,151262,1
VEH_01348,POL_01420,1118 XLG,Porsche,911,2022,Sedan,27648.46,Azul,86310,2
VEH_01349,POL_00033,5718 VBB,Renault,Scenic,2005,Sedan,15686.75,Gris,53861,1
VEH_01350,POL_00203,6080 VVT,SEAT,Ibiza,2024,Utility,12705.23,Blanco,236246,2
VEH_01351,POL_05404,1724 GSB,Peugeot,5008,2020,Coupe,16861.45,Negro,13417,4
VEH_01352,POL_04206,2827 DHG,Citroën,C5 Aircross,2015,SUV,50872.95,Gris,202643,1
VEH_01353,POL_01386,9249 PLB,SEAT,Arona,2014,Sedan,24098.06,Plata,144412,1
VEH_01354,POL_03950,7880 SXX,Toyota,Yaris,2014,SUV,7366.6,Marrón,179847,2
VEH_01355,POL_06510,4350 GRZ,Fiat,Punto,2008,SUV,22827.33,Gris,209192,3
VEH_01356,POL_05355,3128 TYB,SEAT,Ibiza,2021,Van,16009.75,Plata,59523,1
VEH_01357,POL_01409,1388 DSY,Fiat,Tipo,2009,SUV,18311.96,Blanco,61121,1
VEH_01358,POL_09185,9895 DHT,Nissan,Qashqai,2022,Utility,34498.78,Negro,95126,3
VEH_01359,POL_00710,2092 THZ,Volkswagen,Passat,2019,Coupe,31958.94,Plata,76835,2
VEH_01360,POL_01661,8725 FCJ,Porsche,Taycan,2018,Sedan,30917.1,Rojo,113586,3
VEH_01362,POL_03718,7095 RGT,Nissan,Leaf,2017,SUV,9761.56,Marrón,62149,3
VEH_01363,POL_04327,2798 YND,Porsche,Cayenne,2012,Coupe,43297.51,Negro,75290,1
VEH_01364,POL_08111,6722 LZG,Porsche,Macan,2024,Sedan,26009.16,Azul,210721,1
VEH_01365,POL_04428,4507 FRR,Mercedes-Benz,Clase E,2005,Sedan,31864.95,Azul,55880,2
VEH_01366,POL_05636,9196 NHJ,Ford,Mondeo,2014,Sedan,18168.74,Blanco,242422,3
VEH_01367,POL_03134,1611 VRR,Porsche,Panamera,2021,SUV,50151.02,Negro,164723,2
VEH_01368,POL_08743,8537 BZL,Citroën,Berlingo,2019,SUV,12640.03,Negro,184897,2
VEH_01369,POL_03967,3779 TPJ,Kia,Rio,2018,SUV,15593.05,Blanco,45662,2
VEH_01370,POL_05542,1809 DCF,Skoda,Kodiaq,2018,Sedan,66062.36,Blanco,189175,4
VEH_01372,POL_06939,0200 XVD,Dacia,Jogger,2020,SUV,17199.89,Negro,208801,2
VEH_01373,POL_04254,0950 JSB,Lexus,ES,2016,SUV,37234.32,Plata,164805,3
VEH_01374,POL_02947,6874 XJB,Volkswagen,Golf,2018,SUV,40453.63,Blanco,224646,3
VEH_01376,POL_02769,2568 LVG,Kia,Ceed,2009,Sedan,20114.09,Negro,241691,3
VEH_01377,POL_07455,0452 ZYG,Citroën,C5 Aircross,2007,Van,32056.67,Gris,186441,3
VEH_01378,POL_01021,2171 DJT,Subaru,Impreza,2012,Sport,6162.33,Azul,57282,3
VEH_01379,POL_07806,3463 BKK,Honda,Civic,2015,Sedan,26390.67,Blanco,53699,3
VEH_01380,POL_01223,7637 SXM,Lexus,IS,2008,Sedan,13276.42,Negro,121626,2
VEH_01381,POL_02077,7788 ZCF,Jaguar,E-Pace,2011,Coupe,17769.24,Negro,10652,2
VEH_01382,POL_07453,4314 VWR,Mercedes-Benz,GLC,2021,Sport,14138.6,Negro,50872,2
VEH_01384,POL_05821,8578 DPN,Porsche,Macan,2009,Sedan,31381.13,Amarillo,197935,2
VEH_01385,POL_05737,1728 LJS,Peugeot,208,2013,Sedan,22459.52,Beige,96891,3
VEH_01386,POL_06652,4228 CRB,Renault,Megane,2005,Van,31187.21,Negro,196476,4
VEH_01387,POL_01949,9648 SLZ,Suzuki,Jimny,2013,Sedan,25185.66,Blanco,40146,2
VEH_01389,POL_08661,8586 BWS,Peugeot,5008,2018,Utility,12502.25,Blanco,159127,3
VEH_01390,POL_07330,3379 HFB,Renault,Twingo,2009,Sport,11759.36,Negro,155095,2
VEH_01392,POL_02858,5849 CSN,Subaru,XV,2014,Van,14241.05,Negro,9957,3
VEH_01393,POL_05384,8877 GTP,Hyundai,i30,2011,Utility,13108.89,Plata,190528,3
VEH_01394,POL_00069,3151 WMS,Mazda,MX-5,2007,Sedan,4830.39,Plata,276990,1
VEH_01396,POL_04744,2625 DTJ,Volvo,XC60,2024,Sport,17077.09,Blanco,81246,1
VEH_01397,POL_08250,4596 BGX,Mazda,Mazda6,2021,SUV,15136.15,Negro,30483,3
VEH_01398,POL_05609,8381 GLJ,Fiat,Punto,2008,Van,42219.96,Plata,37977,1
VEH_01399,POL_05432,6114 KRS,Opel,Corsa,2021,Coupe,11684.71,Blanco,129066,2
VEH_01400,POL_05393,5229 NBR,Jeep,Wrangler,2007,Utility,18784.55,Blanco,35939,2
VEH_01401,POL_02487,5258 YYV,Toyota,Camry,2007,Coupe,14389.84,Naranja,253544,3
VEH_01402,POL_04527,0139 YTJ,Ford,Mondeo,2024,Utility,13578.22,Blanco,186443,2
VEH_01404,POL_00041,1862 WKT,Mercedes-Benz,Clase E,2022,Van,26914.74,Marrón,35284,3
VEH_01405,POL_05596,2220 KWL,Audi,A4,2005,SUV,26505.9,Plata,125541,1
VEH_01406,POL_06025,6398 RHT,Mitsubishi,Outlander,2024,Sedan,15633.46,Marrón,61849,1
VEH_01407,POL_06034,7320 VRH,Mercedes-Benz,Clase C,2011,Van,14195.02,Gris,78449,3
VEH_01410,POL_06790,7621 MYZ,Renault,Scenic,2015,Sedan,12283.27,Rojo,105559,1
VEH_01411,POL_03758,7810 PPT,Land Rover,Velar,2005,Utility,19484.05,Naranja,277317,1
VEH_01413,POL_00936,7662 MRF,Ford,Fiesta,2008,SUV,45529.1,Plata,35530,2
VEH_01418,POL_05214,0414 TWM,Toyota,RAV4,2021,SUV,33199.31,Negro,96082,2
VEH_01419,POL_08587,1586 PLB,Mazda,MX-5,2011,Sedan,13471.34,Azul,44265,1
VEH_01420,POL_08544,0997 YVH,Peugeot,3008,2008,Sedan,15590.15,Negro,218789,4
VEH_01421,POL_01973,4367 PVY,Subaru,Forester,2022,Sedan,20043.79,Blanco,218311,4
VEH_01423,POL_01464,8032 PPC,Renault,Megane,2024,Coupe,5261.69,Plata,238497,3
VEH_01425,POL_04701,6074 MRB,Mazda,Mazda6,2017,Sedan,19079.4,Plata,57295,4
VEH_01426,POL_07852,0060 TGG,Porsche,911,2023,Utility,21376.41,Blanco,161556,1
VEH_01427,POL_02844,9670 VMK,Renault,Twingo,2014,Sedan,24031.13,Rojo,98292,1
VEH_01428,POL_06239,4481 YCN,Renault,Kadjar,2015,Van,37197.86,Negro,266133,1
VEH_01430,POL_08731,3622 LYC,Volkswagen,T-Roc,2008,Sport,12268.49,Negro,65434,4
VEH_01431,POL_07749,8710 GNT,Honda,Fit,2016,Sedan,7618.12,Negro,47328,3
VEH_01432,POL_03228,1962 YGD,Peugeot,308,2018,Sport,25766.23,Negro,199906,4
VEH_01433,POL_02857,6880 VKL,Chevrolet,Spark,2016,Utility,13782.62,Beige,265439,2
VEH_01434,POL_07528,8124 HDC,Suzuki,Ignis,2014,Utility,38824.18,Azul,188905,4
VEH_01436,POL_08240,1536 LNH,Audi,TT,2018,SUV,21786.45,Rojo,73925,4
VEH_01438,POL_04844,2979 LZS,BMW,Serie 3,2020,SUV,34215.55,Plata,86694,3
VEH_01439,POL_05870,0731 BKP,Ford,Mustang,2023,Utility,18150.32,Verde,12023,2
VEH_01440,POL_09318,2759 PHX,Peugeot,5008,2017,Sport,19034.94,Rojo,197917,2
VEH_01441,POL_04729,8061 PVL,Citroën,C5 Aircross,2015,Coupe,13633.77,Negro,185060,4
VEH_01442,POL_04692,0386 MJS,Renault,Kadjar,2017,SUV,12181.98,Gris,231486,1
VEH_01443,POL_01236,2702 HNG,SEAT,Arona,2012,Sedan,23517.01,Gris,228141,3
VEH_01445,POL_01512,9175 PKX,BMW,Serie 5,2010,Coupe,4209.92,Plata,176062,1
VEH_01446,POL_02301,1660 YWV,Hyundai,Ioniq,2011,Sedan,13927.71,Plata,86261,1
VEH_01447,POL_03697,0987 XLV,Renault,Clio,2024,Sedan,25215.34,Plata,130029,1
VEH_01448,POL_08678,1491 TDB,Jeep,Cherokee,2008,Sedan,17714.22,Negro,192592,1
VEH_01449,POL_04011,1215 XWS,Hyundai,Kona,2017,Sedan,20208.95,Azul,82328,2
VEH_01452,POL_02307,7416 TZV,Land Rover,Discovery,2017,Van,21985.05,Blanco,234793,3
VEH_01453,POL_09244,1760 NZL,Alfa Romeo,Giulietta,2006,Utility,14383.29,Gris,116989,2
VEH_01454,POL_03175,3732 ZCW,Toyota,RAV4,2008,Sport,24421.35,Plata,115861,1
VEH_01455,POL_01156,5201 FRZ,Volkswagen,Polo,2020,Sedan,21582.11,Negro,9619,1
VEH_01456,POL_01498,8154 LTG,Subaru,XV,2014,Sedan,14345.44,Azul,207241,2
VEH_01457,POL_04682,4416 VYD,Citroën,C3 Aircross,2010,Utility,39622.1,Negro,222205,3
VEH_01459,POL_02507,7571 HDM,Mitsubishi,Outlander,2019,SUV,32403.66,Beige,3033,2
VEH_01460,POL_06557,9478 JRT,Volkswagen,ID.4,2010,Sport,10526.94,Blanco,101328,3
VEH_01461,POL_01745,3742 DRH,Dacia,Sandero,2019,Utility,23627.14,Azul,221297,3
VEH_01462,POL_02033,0538 TTX,Ford,Mondeo,2021,Sedan,6620.64,Blanco,227704,2
VEH_01463,POL_00629,5698 DJR,Honda,CR-V,2015,Van,33141.75,Marrón,113707,4
VEH_01464,POL_07635,4582 RTM,Ford,Puma,2022,SUV,85157.43,Plata,138242,3
VEH_01465,POL_09065,2036 HYX,Skoda,Kodiaq,2015,Sport,12222.97,Blanco,208289,2
VEH_01466,POL_02128,1787 NPC,Skoda,Superb,2016,Sedan,9590.65,Azul,265074,2
VEH_01468,POL_04205,6523 YTD,Land Rover,Discovery,2020,Sport,9671.05,Azul,94298,2
VEH_01469,POL_00596,6166 LRF,Nissan,Juke,2005,Sedan,27133.51,Negro,274599,3
VEH_01471,POL_02262,2626 VWW,Lexus,RX,2015,Sedan,20820.67,Blanco,38780,4
VEH_01472,POL_07676,4427 FFM,Porsche,Macan,2009,Sport,22734.43,Blanco,54660,2
VEH_01473,POL_05281,2641 JYY,Nissan,Micra,2009,Sedan,11846.21,Blanco,113345,4
VEH_01474,POL_01556,6719 NZX,Nissan,Juke,2008,SUV,16348.85,Verde,276897,1
VEH_01475,POL_08035,0439 GYW,SEAT,Ibiza,2007,Sedan,13673.17,Blanco,90718,3
VEH_01476,POL_00492,3355 XJK,Subaru,Outback,2022,Sedan,10359.69,Marrón,192216,1
VEH_01477,POL_06806,9711 ZHY,Kia,Stonic,2008,Utility,19656.22,Negro,72984,1
VEH_01478,POL_05193,6136 MND,Subaru,Forester,2008,Sedan,43353.83,Rojo,227987,1
VEH_01480,POL_03368,9747 GFN,Volvo,V60,2011,Coupe,19858.41,Gris,506,3
VEH_01481,POL_00568,7627 DYZ,Honda,Civic,2018,Utility,38413.12,Amarillo,30296,2
VEH_01483,POL_07669,8272 WRB,Lexus,NX,2017,Van,17944.47,Plata,40250,1
VEH_01485,POL_06124,8761 LVK,Lexus,UX,2023,Coupe,24138.0,Blanco,67570,2
VEH_01486,POL_06265,2998 NYC,Mitsubishi,L200,2013,Van,69391.98,Negro,83194,2
VEH_01489,POL_02144,9071 HVR,Fiat,Panda,2005,Sedan,20289.57,Verde,59148,1
VEH_01490,POL_00316,4472 HLM,BMW,Serie 3,2023,Sport,17292.63,Amarillo,47688,1
VEH_01491,POL_05523,7080 NNL,Nissan,Navara,2023,Sport,5510.5,Negro,218158,2
VEH_01492,POL_00889,4181 SVS,Hyundai,i20,2006,SUV,24367.52,Blanco,123353,3
VEH_01493,POL_03474,9839 LVH,Suzuki,Jimny,2015,Utility,27483.8,Blanco,113453,1
VEH_01494,POL_04794,5464 HYP,SEAT,León,2007,Utility,22502.53,Gris,214539,3
VEH_01495,POL_06694,5904 WDY,Alfa Romeo,Stelvio,2021,Sedan,14785.42,Verde,209751,3
VEH_01496,POL_02231,5383 DDZ,Mercedes-Benz,CLA,2024,Sedan,20143.18,Gris,92906,2
VEH_01497,POL_02875,2683 GMX,Renault,Kadjar,2010,Utility,45216.51,Plata,232880,1
VEH_01498,POL_05584,2115 WCY,Mercedes-Benz,CLA,2021,Utility,21866.1,Gris,173048,1
VEH_01499,POL_07745,3684 SDT,Renault,Twingo,2012,SUV,15679.12,Blanco,71462,2
VEH_01500,POL_07774,3699 NVG,Renault,Captur,2005,Coupe,57814.8,Blanco,190696,2
VEH_01502,POL_04361,8303 VWC,Honda,Fit,2011,Sport,17237.14,Gris,82967,2
VEH_01504,POL_09213,0643 MWH,Nissan,Leaf,2014,Van,15927.96,Beige,127761,2
VEH_01505,POL_02236,5449 YXH,BMW,Serie 3,2008,SUV,32705.6,Marrón,167057,2
VEH_01506,POL_02475,6515 MVS,BMW,Serie 5,2022,Utility,12678.19,Negro,220465,3
VEH_01507,POL_01026,6439 SCZ,Porsche,Taycan,2018,Sedan,57327.57,Blanco,16657,1
VEH_01509,POL_07387,5843 BKC,Mitsubishi,L200,2018,Sedan,10290.25,Beige,33689,3
VEH_01510,POL_06549,4505 YGL,Nissan,Qashqai,2015,SUV,18560.39,Gris,26069,3
VEH_01511,POL_01829,5192 VHB,Jaguar,XF,2024,Sport,12254.61,Negro,274249,1
VEH_01512,POL_03813,8979 FKL,Renault,Clio,2018,Sedan,38984.61,Negro,21643,1
VEH_01514,POL_07249,7278 JHY,Porsche,911,2005,Sedan,40378.31,Plata,170385,1
VEH_01515,POL_02912,3541 SBJ,Opel,Grandland,2008,Sport,19362.96,Blanco,3905,3
VEH_01516,POL_04372,8678 RTD,BMW,Serie 1,2019,SUV,14828.43,Gris,66568,1
VEH_01518,POL_08300,8987 SRX,Mitsubishi,Outlander,2007,Utility,30718.39,Blanco,112857,2
VEH_01519,POL_02374,1747 LNJ,SEAT,Tarraco,2017,Coupe,27045.34,Rojo,245983,1
VEH_01520,POL_01156,9487 TDK,Skoda,Karoq,2005,SUV,22068.99,Verde,249985,2
VEH_01522,POL_02095,7448 PKN,Suzuki,Ignis,2016,Sedan,6732.34,Azul,210409,2
VEH_01523,POL_06343,6421 GTC,Opel,Grandland,2012,Utility,34395.64,Blanco,181781,3
VEH_01525,POL_00265,6118 FBM,Dacia,Sandero,2005,SUV,20815.57,Gris,168472,1
VEH_01526,POL_08062,6766 SVB,Lexus,RX,2011,Sedan,36026.31,Plata,208534,1
VEH_01528,POL_03460,7067 GBT,Mercedes-Benz,Clase E,2008,Sedan,12318.58,Blanco,155872,1
VEH_01529,POL_03959,7498 MBF,Toyota,Camry,2022,Coupe,8322.23,Azul,177106,1
VEH_01531,POL_03263,1394 XTC,Porsche,Panamera,2010,SUV,9240.92,Beige,65243,1
VEH_01532,POL_09182,4660 LHG,Nissan,Qashqai,2020,SUV,21325.91,Plata,226779,1
VEH_01533,POL_08822,9402 HCS,Mazda,Mazda6,2012,Coupe,20503.7,Negro,52208,2
VEH_01535,POL_01612,4094 HDF,Chevrolet,Malibu,2010,Sedan,38152.81,Blanco,68621,2
VEH_01537,POL_04707,2080 ZTD,Mitsubishi,Eclipse Cross,2018,Sedan,8773.04,Gris,251562,3
VEH_01538,POL_00991,2284 MKJ,Subaru,Impreza,2012,Coupe,30531.22,Beige,62221,3
VEH_01539,POL_06709,9873 DYF,Fiat,500X,2017,Sedan,16509.68,Blanco,12615,2
VEH_01541,POL_02159,3111 NJY,Jeep,Grand Cherokee,2008,Sedan,27275.6,Plata,198768,2
VEH_01542,POL_01027,0630 SPG,Volkswagen,T-Roc,2012,Sedan,10149.5,Blanco,259681,2
VEH_01544,POL_04407,2634 LHM,Citroën,Berlingo,2022,Utility,36826.94,Gris,23723,4
VEH_01545,POL_02176,4928 MJZ,Alfa Romeo,Stelvio,2019,SUV,7302.69,Plata,109755,3
VEH_01546,POL_02873,3417 BWS,Renault,Scenic,2006,SUV,33667.56,Negro,132384,3
VEH_01548,POL_08662,1637 ZRW,Peugeot,208,2020,Utility,28082.83,Beige,81869,2
VEH_01552,POL_08077,3242 KMS,Ford,Kuga,2019,Sedan,12225.9,Blanco,123150,1
VEH_01553,POL_05328,3639 JFR,BMW,X3,2009,Sedan,10104.52,Marrón,78360,1
VEH_01554,POL_08560,0069 WNN,Opel,Grandland,2011,SUV,12760.48,Plata,605,3
