policy_id,customer_id,policy_type,base_policy,deductible,annual_premium_eur,policy_start_date,policy_end_date,past_number_of_claims,number_of_cars
POL_01340,CUS_07126,Sedan - All Perils,All Perils,400,218.51,2021-04-21,2022-04-21,4,8
POL_01341,CUS_06869,Sport - Collision,Collision,400,1728.04,2021-01-28,2022-01-28,4,4
POL_01347,CUS_03843,Sport - Collision,Collision,300,1163.43,2022-07-14,2023-07-14,2,3
POL_01353,CUS_01863,Utility - Liability,Liability,300,1651.41,2023-01-23,2024-01-23,4,7
POL_01358,CUS_00477,Sport - All Perils,All Perils,500,1064.47,2019-02-27,2020-02-27,1,8
POL_01360,CUS_00666,Sedan - All Perils,All Perils,400,234.5,2019-02-16,2020-02-16,1,5
POL_01363,CUS_00980,Sport - All Perils,All Perils,300,1197.12,2019-08-13,2020-08-12,none,6
POL_01367,CUS_05268,Utility - All Perils,All Perils,500,973.52,2024-03-27,2025-03-27,2,2
POL_01370,CUS_07033,Sport - All Perils,All Perils,400,738.08,2022-09-07,2023-09-07,none,6
POL_01376,CUS_03701,Sport - All Perils,All Perils,700,1910.72,2024-02-05,2025-02-04,2,8
POL_01378,CUS_04289,Utility - Liability,Liability,500,1259.98,2020-03-07,2021-03-07,2,3
POL_01382,CUS_01217,Utility - Collision,Collision,500,582.58,2022-05-18,2023-05-18,3,7
POL_01384,CUS_06190,Sedan - Collision,Collision,700,1233.98,2021-05-10,2022-05-10,1,8
POL_01392,CUS_06407,Utility - Collision,Collision,500,548.26,2021-03-13,2022-03-13,none,6
POL_01394,CUS_04134,Sedan - Collision,Collision,500,429.3,2018-12-30,2019-12-30,4,5
POL_01406,CUS_05423,Sport - Collision,Collision,500,1216.94,2022-06-03,2023-06-03,1,7
POL_01410,CUS_06926,Sedan - Collision,Collision,400,1248.7,2020-12-17,2021-12-17,1,2
POL_01413,CUS_02200,Sport - All Perils,All Perils,700,458.02,2022-04-16,2023-04-16,1,2
POL_01417,CUS_00335,Sedan - Collision,Collision,500,523.81,2021-06-21,2022-06-21,none,8
POL_01418,CUS_00504,Utility - Liability,Liability,500,571.66,2021-05-23,2022-05-23,4,8
POL_01425,CUS_03736,Sedan - Liability,Liability,700,580.62,2019-07-04,2020-07-03,2,3
POL_01429,CUS_00924,Sport - Collision,Collision,500,398.24,2024-08-21,2025-08-21,3,7
POL_01439,CUS_07115,Sport - Collision,Collision,500,1057.6,2020-02-21,2021-02-20,1,5
POL_01440,CUS_00991,Sport - Liability,Liability,500,542.24,2024-05-21,2025-05-21,2,6
POL_01444,CUS_05618,Utility - All Perils,All Perils,300,570.29,2021-07-29,2022-07-29,none,8
POL_01445,CUS_04723,Sport - Collision,Collision,700,375.53,2022-08-04,2023-08-04,none,1
POL_01452,CUS_04330,Utility - All Perils,All Perils,300,371.39,2022-09-26,2023-09-26,1,4
POL_01457,CUS_02237,Utility - All Perils,All Perils,500,863.4,2024-07-13,2025-07-13,none,4
POL_01460,CUS_02838,Utility - Liability,Liability,300,327.67,2023-09-03,2024-09-02,1,4
POL_01468,CUS_03157,Sport - All Perils,All Perils,400,1315.83,2022-01-22,2023-01-22,none,6
POL_01471,CUS_02062,Sport - Collision,Collision,400,1078.2,2020-07-18,2021-07-18,1,3
POL_01473,CUS_04491,Utility - All Perils,All Perils,300,1391.22,2018-10-08,2019-10-08,3,6
POL_01475,CUS_01147,Sedan - Liability,Liability,400,504.42,2018-08-13,2019-08-13,2,1
POL_01480,CUS_01282,Sport - Liability,Liability,500,266.46,2023-08-07,2024-08-06,none,4
POL_01484,CUS_04158,Utility - All Perils,All Perils,500,939.2,2022-01-22,2023-01-22,more than 4,4
POL_01491,CUS_06360,Sedan - Collision,Collision,300,1209.93,2024-08-31,2025-08-31,1,4
POL_01496,CUS_06085,Utility - Liability,Liability,300,384.22,2025-03-09,2026-03-09,more than 4,7
POL_01504,CUS_05358,Sport - All Perils,All Perils,500,1041.09,2021-08-24,2022-08-24,2,3
POL_01505,CUS_05512,Sedan - All Perils,All Perils,300,716.82,2023-07-02,2024-07-01,2,6
POL_01508,CUS_00946,Sedan - Collision,Collision,300,719.27,2022-05-29,2023-05-29,4,5
POL_01510,CUS_00492,Sport - Liability,Liability,500,560.67,2020-05-14,2021-05-14,2,6
POL_01518,CUS_06580,Utility - All Perils,All Perils,300,718.56,2019-10-17,2020-10-16,4,8
POL_01523,CUS_02198,Sport - Liability,Liability,300,307.35,2021-04-25,2022-04-25,4,8
POL_01525,CUS_03067,Utility - Collision,Collision,300,1305.12,2022-03-22,2023-03-22,2,7
POL_01531,CUS_01685,Utility - Collision,Collision,400,303.87,2021-08-02,2022-08-02,none,1
POL_01535,CUS_04496,Utility - All Perils,All Perils,300,497.64,2024-09-10,2025-09-10,1,7
POL_01538,CUS_01369,Sport - Liability,Liability,500,465.75,2024-11-17,2025-11-17,none,4
POL_01544,CUS_05373,Sedan - Liability,Liability,400,765.34,2019-10-13,2020-10-12,2,8
POL_01554,CUS_00667,Sport - Liability,Liability,700,751.91,2023-10-17,2024-10-16,2,7
POL_01557,CUS_06310,Sedan - Collision,Collision,500,503.3,2023-04-23,2024-04-22,none,3
POL_01564,CUS_05919,Sedan - All Perils,All Perils,300,704.66,2019-10-28,2020-10-27,none,2
POL_01566,CUS_03743,Sport - All Perils,All Perils,300,367.15,2018-09-30,2019-09-30,none,1
POL_01569,CUS_04612,Sedan - Liability,Liability,300,450.63,2022-01-01,2023-01-01,1,4
POL_01571,CUS_06287,Sedan - Liability,Liability,300,684.41,2023-03-22,2024-03-21,4,1
POL_01575,CUS_07090,Sport - Liability,Liability,500,608.05,2023-08-11,2024-08-10,4,6
POL_01584,CUS_05197,Utility - Collision,Collision,700,787.69,2019-01-28,2020-01-28,3,8
POL_01591,CUS_03108,Sport - Liability,Liability,300,611.62,2023-10-08,2024-10-07,1,2
POL_01597,CUS_06294,Sedan - Liability,Liability,500,403.91,2025-01-21,2026-01-21,3,5
POL_01600,CUS_03272,Sedan - All Perils,All Perils,400,450.51,2022-02-25,2023-02-25,2,5
POL_01604,CUS_05727,Sport - Liability,Liability,500,728.29,2019-12-11,2020-12-10,2,3
POL_01607,CUS_04249,Utility - All Perils,All Perils,400,356.54,2020-03-27,2021-03-27,more than 4,2
POL_01614,CUS_00146,Sedan - Collision,Collision,700,636.34,2022-01-29,2023-01-29,more than 4,2
POL_01617,CUS_02923,Utility - Liability,Liability,500,1215.58,2024-01-26,2025-01-25,2,8
POL_01618,CUS_02891,Utility - All Perils,All Perils,400,1128.1,2020-10-31,2021-10-31,none,6
POL_01621,CUS_04682,Sport - All Perils,All Perils,500,369.38,2023-11-21,2024-11-20,1,3
POL_01627,CUS_02136,Sedan - Collision,Collision,400,995.57,2019-07-18,2020-07-17,2,3
POL_01630,CUS_05443,Sedan - All Perils,All Perils,300,476.68,2021-10-01,2022-10-01,1,1
POL_01637,CUS_04018,Utility - Collision,Collision,700,692.16,2020-06-25,2021-06-25,2,3
POL_01646,CUS_02081,Sport - Collision,Collision,500,536.79,2024-11-07,2025-11-07,2,4
POL_01647,CUS_01733,Sport - Collision,Collision,700,260.33,2020-02-17,2021-02-16,more than 4,8
POL_01649,CUS_05486,Utility - All Perils,All Perils,500,485.91,2018-11-09,2019-11-09,2,7
POL_01653,CUS_07115,Sedan - All Perils,All Perils,300,919.59,2024-05-19,2025-05-19,4,1
POL_01655,CUS_05539,Sedan - Liability,Liability,300,1182.26,2024-09-28,2025-09-28,1,6
POL_01660,CUS_02717,Utility - Liability,Liability,400,753.27,2021-06-22,2022-06-22,none,6
POL_01669,CUS_06070,Utility - All Perils,All Perils,500,1319.94,2019-06-24,2020-06-23,2,2
POL_01671,CUS_01396,Sedan - Liability,Liability,500,488.67,2025-02-12,2026-02-12,none,6
POL_01691,CUS_03272,Utility - Collision,Collision,300,811.22,2022-03-02,2023-03-02,1,1
POL_01694,CUS_06949,Sport - Collision,Collision,300,537.27,2024-12-22,2025-12-22,1,8
POL_01697,CUS_01619,Sedan - Liability,Liability,400,527.97,2021-06-04,2022-06-04,none,1
POL_01703,CUS_04451,Utility - All Perils,All Perils,700,607.04,2019-09-10,2020-09-09,3,6
POL_01713,CUS_05878,Sport - Collision,Collision,500,640.69,2024-03-10,2025-03-10,1,5
POL_01716,CUS_03287,Sport - Collision,Collision,300,771.91,2018-12-23,2019-12-23,none,7
POL_01718,CUS_00119,Utility - All Perils,All Perils,400,1349.45,2022-08-15,2023-08-15,2,4
POL_01719,CUS_06401,Utility - Collision,Collision,400,1001.0,2024-10-03,2025-10-03,none,7
POL_01722,CUS_05881,Utility - Liability,Liability,700,973.19,2021-06-10,2022-06-10,4,5
POL_01729,CUS_01994,Utility - Collision,Collision,500,578.67,2021-10-20,2022-10-20,more than 4,8
POL_01730,CUS_04821,Sedan - Collision,Collision,700,816.98,2019-11-25,2020-11-24,3,3
POL_01731,CUS_03354,Utility - Collision,Collision,700,1497.41,2019-10-17,2020-10-16,none,7
POL_01732,CUS_05373,Utility - Collision,Collision,300,557.45,2024-09-29,2025-09-29,none,6
POL_01736,CUS_05757,Utility - Collision,Collision,300,453.26,2020-03-26,2021-03-26,2,7
POL_01740,CUS_00241,Utility - Collision,Collision,500,717.03,2021-09-25,2022-09-25,2,6
POL_01751,CUS_01625,Sport - Liability,Liability,300,126.18,2024-08-29,2025-08-29,3,4
POL_01752,CUS_00502,Sedan - Collision,Collision,700,422.37,2024-03-07,2025-03-07,4,5
POL_01753,CUS_05479,Sedan - Collision,Collision,300,515.6,2023-09-07,2024-09-06,4,8
POL_01758,CUS_02204,Sport - All Perils,All Perils,700,366.77,2023-10-26,2024-10-25,none,7
POL_01759,CUS_00130,Utility - Collision,Collision,500,1263.86,2023-08-29,2024-08-28,1,7
POL_01767,CUS_07098,Sport - Collision,Collision,400,315.36,2024-11-16,2025-11-16,none,7
POL_01771,CUS_06967,Utility - Collision,Collision,700,498.03,2021-09-06,2022-09-06,1,4
POL_01792,CUS_03267,Utility - Collision,Collision,400,663.18,2022-02-25,2023-02-25,more than 4,6
POL_01804,CUS_06973,Sedan - Collision,Collision,400,1112.43,2019-07-11,2020-07-10,none,1
POL_01806,CUS_03251,Sport - All Perils,All Perils,700,817.43,2019-10-25,2020-10-24,more than 4,3
POL_01811,CUS_04721,Sedan - All Perils,All Perils,700,803.95,2024-05-20,2025-05-20,1,6
POL_01812,CUS_01968,Sedan - All Perils,All Perils,700,758.61,2018-09-29,2019-09-29,1,4
POL_01820,CUS_05911,Sedan - Liability,Liability,500,212.81,2021-11-19,2022-11-19,more than 4,4
POL_01832,CUS_05342,Sport - Collision,Collision,400,833.67,2021-11-18,2022-11-18,1,2
POL_01839,CUS_00126,Sedan - Collision,Collision,300,636.14,2023-07-29,2024-07-28,none,1
POL_01842,CUS_00895,Sport - Collision,Collision,300,542.74,2023-08-08,2024-08-07,3,2
POL_01843,CUS_05691,Sport - Liability,Liability,400,654.09,2022-12-10,2023-12-10,more than 4,4
POL_01844,CUS_07186,Utility - Liability,Liability,400,297.06,2022-03-15,2023-03-15,1,6
POL_01845,CUS_02782,Utility - Collision,Collision,500,662.94,2019-01-29,2020-01-29,more than 4,3
POL_01849,CUS_05237,Sedan - Collision,Collision,400,965.86,2023-11-02,2024-11-01,none,6
POL_01856,CUS_04268,Utility - All Perils,All Perils,700,512.71,2018-10-06,2019-10-06,1,5
POL_01857,CUS_05175,Sport - Liability,Liability,300,415.47,2024-08-24,2025-08-24,none,8
POL_01859,CUS_05431,Utility - Collision,Collision,400,790.58,2018-09-23,2019-09-23,1,2
POL_01861,CUS_05124,Utility - Liability,Liability,400,1682.18,2023-05-04,2024-05-03,none,2
POL_01869,CUS_06792,Sedan - Collision,Collision,500,822.73,2023-08-10,2024-08-09,1,6
POL_01890,CUS_03343,Sport - All Perils,All Perils,500,337.99,2020-07-22,2021-07-22,more than 4,1
POL_01891,CUS_03205,Utility - All Perils,All Perils,700,1461.4,2021-05-28,2022-05-28,none,6
POL_01899,CUS_00956,Sport - Collision,Collision,300,659.22,2024-01-21,2025-01-20,2,5
POL_01900,CUS_05667,Sedan - Liability,Liability,300,813.05,2023-03-19,2024-03-18,more than 4,1
POL_01903,CUS_02427,Sport - Liability,Liability,700,897.0,2024-04-04,2025-04-04,2,1
POL_01908,CUS_07172,Utility - Collision,Collision,700,755.58,2020-11-29,2021-11-29,none,8
POL_01927,CUS_00474,Utility - All Perils,All Perils,300,395.02,2019-09-19,2020-09-18,3,8
POL_01930,CUS_04779,Sport - Collision,Collision,300,282.0,2024-10-24,2025-10-24,3,7
POL_01938,CUS_02048,Sedan - Liability,Liability,700,1447.08,2024-01-20,2025-01-19,none,5
POL_01943,CUS_00870,Sport - Collision,Collision,500,333.49,2022-11-10,2023-11-10,1,6
POL_01954,CUS_01976,Sport - All Perils,All Perils,300,337.75,2020-05-06,2021-05-06,2,8
POL_01961,CUS_04895,Sedan - Liability,Liability,400,1244.05,2023-09-28,2024-09-27,none,1
POL_01981,CUS_05986,Utility - Collision,Collision,500,934.68,2025-02-28,2026-02-28,1,2
POL_01984,CUS_01314,Sedan - Collision,Collision,300,915.26,2025-02-12,2026-02-12,none,5
POL_01991,CUS_07106,Sedan - Collision,Collision,500,430.62,2020-02-27,2021-02-26,1,5
POL_01992,CUS_01753,Sport - Collision,Collision,300,549.72,2023-06-02,2024-06-01,none,3
POL_01993,CUS_06197,Utility - All Perils,All Perils,500,802.62,2023-05-12,2024-05-11,none,5
POL_01994,CUS_03141,Sport - Liability,Liability,400,1420.22,2020-05-08,2021-05-08,3,3
POL_02002,CUS_02449,Sport - Liability,Liability,700,770.18,2022-08-04,2023-08-04,2,8
POL_02013,CUS_05203,Sedan - All Perils,All Perils,300,431.76,2022-02-18,2023-02-18,1,6
POL_02021,CUS_02898,Utility - Liability,Liability,500,415.43,2019-04-04,2020-04-03,3,7
POL_02042,CUS_04115,Utility - All Perils,All Perils,300,932.74,2023-04-10,2024-04-09,2,1
POL_02046,CUS_02593,Sport - Liability,Liability,500,609.84,2024-05-04,2025-05-04,more than 4,5
POL_02052,CUS_01648,Utility - All Perils,All Perils,500,658.83,2023-01-15,2024-01-15,none,4
POL_02056,CUS_01318,Utility - Collision,Collision,500,1164.26,2023-04-01,2024-03-31,2,4
POL_02063,CUS_00616,Sport - Collision,Collision,400,1176.4,2024-12-01,2025-12-01,2,1
POL_02065,CUS_01069,Sport - All Perils,All Perils,700,699.0,2023-01-06,2024-01-06,3,6
POL_02067,CUS_06164,Sport - Collision,Collision,700,492.82,2022-12-04,2023-12-04,none,6
POL_02068,CUS_05757,Utility - Collision,Collision,700,543.05,2019-02-15,2020-02-15,2,3
POL_02072,CUS_02816,Utility - Liability,Liability,500,1356.12,2021-07-18,2022-07-18,none,6
POL_02074,CUS_03202,Sport - All Perils,All Perils,700,1261.17,2022-09-12,2023-09-12,1,2
POL_02076,CUS_01603,Utility - Liability,Liability,700,745.5,2022-02-05,2023-02-05,2,1
POL_02078,CUS_02105,Utility - Collision,Collision,400,791.24,2023-10-05,2024-10-04,none,1
POL_02082,CUS_03746,Utility - Liability,Liability,500,1305.02,2023-04-23,2024-04-22,1,1
POL_02087,CUS_01291,Sedan - All Perils,All Perils,400,233.76,2020-06-17,2021-06-17,1,6
POL_02093,CUS_05052,Utility - Liability,Liability,300,706.9,2020-03-29,2021-03-29,more than 4,6
POL_02098,CUS_01986,Sport - All Perils,All Perils,500,312.92,2018-09-26,2019-09-26,4,2
POL_02102,CUS_01848,Sedan - All Perils,All Perils,300,959.81,2022-10-19,2023-10-19,3,7
POL_02103,CUS_01757,Sport - Liability,Liability,400,955.38,2020-12-16,2021-12-16,more than 4,5
POL_02104,CUS_04798,Sport - Liability,Liability,300,793.05,2019-12-28,2020-12-27,none,8
POL_02109,CUS_02563,Utility - Collision,Collision,400,539.57,2021-03-06,2022-03-06,none,5
POL_02110,CUS_02081,Utility - Liability,Liability,500,358.82,2022-10-14,2023-10-14,1,6
POL_02113,CUS_03962,Sport - Liability,Liability,400,447.56,2022-06-16,2023-06-16,3,8
POL_02121,CUS_01827,Sport - Collision,Collision,400,1435.38,2018-09-13,2019-09-13,none,8
POL_02131,CUS_00768,Utility - All Perils,All Perils,400,314.82,2018-10-24,2019-10-24,more than 4,5
POL_02136,CUS_02125,Sport - All Perils,All Perils,700,1645.23,2024-07-13,2025-07-13,3,8
POL_02137,CUS_05336,Sedan - Liability,Liability,700,892.44,2024-12-26,2025-12-26,3,6
POL_02139,CUS_01311,Utility - Collision,Collision,300,1286.8,2022-02-11,2023-02-11,more than 4,8
POL_02146,CUS_00537,Sedan - All Perils,All Perils,700,1685.59,2021-03-29,2022-03-29,none,7
POL_02167,CUS_01816,Sedan - Liability,Liability,300,423.18,2021-05-20,2022-05-20,2,2
POL_02173,CUS_07041,Sport - Collision,Collision,400,387.15,2025-04-19,2026-04-19,1,8
POL_02174,CUS_02621,Sedan - Collision,Collision,400,391.28,2020-10-17,2021-10-17,1,5
POL_02183,CUS_00823,Utility - Liability,Liability,400,1270.89,2019-05-27,2020-05-26,3,5
POL_02207,CUS_05311,Utility - Liability,Liability,500,1282.49,2018-12-18,2019-12-18,1,6
POL_02209,CUS_03876,Sedan - All Perils,All Perils,400,304.61,2024-03-20,2025-03-20,none,5
POL_02212,CUS_07173,Sedan - Collision,Collision,400,1236.85,2022-10-25,2023-10-25,2,5
POL_02217,CUS_03110,Sedan - Collision,Collision,500,839.83,2021-11-15,2022-11-15,4,6
POL_02218,CUS_07176,Sport - All Perils,All Perils,400,867.52,2023-03-29,2024-03-28,none,8
POL_02224,CUS_01062,Sedan - All Perils,All Perils,400,418.36,2019-03-06,2020-03-05,4,4
POL_02225,CUS_04699,Sport - All Perils,All Perils,400,349.94,2023-04-12,2024-04-11,none,8
POL_02227,CUS_05713,Utility - All Perils,All Perils,500,1067.03,2022-10-26,2023-10-26,1,2
POL_02232,CUS_02152,Sport - Liability,Liability,500,947.88,2023-03-25,2024-03-24,1,6
POL_02239,CUS_00005,Sport - All Perils,All Perils,500,249.98,2024-01-24,2025-01-23,more than 4,6
POL_02240,CUS_00525,Sport - Collision,Collision,500,825.95,2022-11-10,2023-11-10,1,2
POL_02241,CUS_03124,Sedan - Collision,Collision,700,844.08,2020-04-24,2021-04-24,1,6
POL_02250,CUS_02479,Sedan - Liability,Liability,300,399.22,2022-11-06,2023-11-06,none,2
POL_02251,CUS_05892,Sport - Liability,Liability,400,447.88,2025-03-27,2026-03-27,none,2
POL_02252,CUS_02294,Sedan - Collision,Collision,400,651.24,2021-04-15,2022-04-15,1,7
POL_02255,CUS_05765,Sedan - Collision,Collision,700,267.29,2025-02-20,2026-02-20,none,4
POL_02264,CUS_00753,Sport - Collision,Collision,400,992.51,2019-04-11,2020-04-10,1,6
POL_02268,CUS_03348,Sport - Collision,Collision,400,537.57,2019-01-24,2020-01-24,none,2
POL_02279,CUS_00623,Utility - Collision,Collision,300,934.53,2018-09-14,2019-09-14,3,1
POL_02282,CUS_06736,Sedan - Collision,Collision,300,2628.4,2024-04-14,2025-04-14,2,4
POL_02283,CUS_02472,Utility - All Perils,All Perils,300,1155.02,2019-09-22,2020-09-21,3,7
POL_02287,CUS_01759,Sedan - Liability,Liability,300,610.57,2025-03-03,2026-03-03,3,8
POL_02295,CUS_07025,Sport - Collision,Collision,500,492.06,2020-02-23,2021-02-22,none,5
POL_02297,CUS_05116,Utility - Liability,Liability,400,534.44,2020-09-26,2021-09-26,2,8
POL_02300,CUS_00200,Sedan - Collision,Collision,700,728.7,2022-10-29,2023-10-29,none,3
POL_02304,CUS_03636,Utility - All Perils,All Perils,500,1059.5,2021-11-11,2022-11-11,none,8
POL_02328,CUS_05611,Utility - Liability,Liability,500,191.27,2020-08-30,2021-08-30,none,6
POL_02332,CUS_03092,Utility - Liability,Liability,700,847.98,2019-05-13,2020-05-12,2,6
POL_02338,CUS_04843,Sport - Collision,Collision,300,976.31,2019-02-10,2020-02-10,none,1
POL_02339,CUS_04150,Sedan - All Perils,All Perils,500,975.9,2022-01-14,2023-01-14,2,8
POL_02344,CUS_06070,Sedan - Liability,Liability,500,559.74,2019-09-19,2020-09-18,3,6
POL_02345,CUS_00980,Sport - Liability,Liability,700,509.86,2021-12-27,2022-12-27,none,8
POL_02349,CUS_02386,Sedan - Liability,Liability,500,271.89,2024-09-21,2025-09-21,none,2
POL_02351,CUS_02621,Sedan - Liability,Liability,400,472.57,2022-02-16,2023-02-16,4,1
POL_02354,CUS_01012,Utility - Liability,Liability,300,1030.48,2023-03-13,2024-03-12,more than 4,2
POL_02361,CUS_02947,Sedan - All Perils,All Perils,300,622.13,2024-11-22,2025-11-22,none,7
POL_02365,CUS_04777,Sport - Collision,Collision,700,656.87,2021-03-22,2022-03-22,more than 4,5
POL_02369,CUS_03474,Sport - Collision,Collision,400,450.61,2024-05-01,2025-05-01,1,6
POL_02371,CUS_04873,Utility - Collision,Collision,700,950.45,2022-08-07,2023-08-07,none,7
POL_02385,CUS_06316,Utility - Collision,Collision,400,601.72,2018-09-12,2019-09-12,4,4
POL_02389,CUS_02806,Sedan - All Perils,All Perils,300,343.28,2019-12-04,2020-12-03,none,1
POL_02395,CUS_03723,Sport - Collision,Collision,500,502.8,2019-07-10,2020-07-09,none,2
POL_02397,CUS_01917,Sedan - Liability,Liability,700,506.06,2024-11-15,2025-11-15,none,5
POL_02408,CUS_02808,Sport - Liability,Liability,500,463.43,2023-01-11,2024-01-11,1,7
POL_02411,CUS_06051,Sedan - All Perils,All Perils,700,654.69,2022-08-18,2023-08-18,3,7
POL_02412,CUS_01081,Sedan - Collision,Collision,500,1020.43,2020-02-01,2021-01-31,3,4
POL_02414,CUS_00384,Sport - Collision,Collision,500,718.21,2020-12-15,2021-12-15,none,7
POL_02418,CUS_04592,Sport - Liability,Liability,400,761.29,2023-10-05,2024-10-04,2,5
POL_02419,CUS_00732,Sport - Liability,Liability,500,608.92,2024-02-17,2025-02-16,none,2
POL_02421,CUS_05795,Sport - Liability,Liability,700,584.2,2018-11-17,2019-11-17,2,1
POL_02424,CUS_00206,Sedan - All Perils,All Perils,300,543.67,2023-06-05,2024-06-04,4,1
POL_02429,CUS_06196,Sport - All Perils,All Perils,300,699.2,2020-01-27,2021-01-26,1,1
POL_02441,CUS_03079,Utility - Collision,Collision,400,717.57,2023-02-28,2024-02-28,none,5
POL_02442,CUS_05215,Sport - Collision,Collision,300,272.14,2021-02-12,2022-02-12,1,4
POL_02449,CUS_05280,Utility - All Perils,All Perils,500,698.28,2020-08-16,2021-08-16,none,6
POL_02450,CUS_01141,Sedan - Liability,Liability,700,239.86,2024-09-09,2025-09-09,1,5
POL_02451,CUS_02733,Sedan - Collision,Collision,500,696.83,2019-12-11,2020-12-10,none,5
POL_02460,CUS_01021,Sport - Liability,Liability,300,824.77,2019-06-10,2020-06-09,none,1
POL_02479,CUS_00959,Sedan - Liability,Liability,300,923.56,2024-09-07,2025-09-07,3,6
POL_02488,CUS_02482,Sedan - Liability,Liability,500,857.69,2023-02-14,2024-02-14,more than 4,4
POL_02489,CUS_06489,Sport - Collision,Collision,700,1180.12,2023-04-16,2024-04-15,none,4
POL_02494,CUS_03701,Utility - Collision,Collision,300,1481.29,2018-10-01,2019-10-01,2,3
POL_02495,CUS_05387,Sport - Collision,Collision,400,498.33,2021-08-09,2022-08-09,3,7
POL_02501,CUS_01460,Utility - Liability,Liability,400,916.78,2024-05-26,2025-05-26,1,5
POL_02503,CUS_06528,Sedan - All Perils,All Perils,300,1776.74,2021-09-27,2022-09-27,1,4
POL_02504,CUS_01687,Sedan - All Perils,All Perils,700,729.86,2022-10-22,2023-10-22,4,1
POL_02512,CUS_01568,Utility - Liability,Liability,300,316.59,2023-12-31,2024-12-30,2,3
POL_02513,CUS_02485,Utility - Collision,Collision,700,823.88,2023-05-18,2024-05-17,none,4
POL_02526,CUS_05699,Utility - Liability,Liability,400,504.78,2018-09-10,2019-09-10,more than 4,3
POL_02530,CUS_05854,Utility - Collision,Collision,500,522.07,2023-02-24,2024-02-24,1,5
POL_02531,CUS_05051,Utility - Collision,Collision,500,1237.52,2024-03-06,2025-03-06,2,6
POL_02535,CUS_03556,Utility - Liability,Liability,400,332.62,2024-04-23,2025-04-23,2,5
POL_02536,CUS_07098,Utility - Collision,Collision,500,778.37,2021-02-24,2022-02-24,1,8
POL_02538,CUS_02479,Sedan - All Perils,All Perils,300,706.44,2021-07-09,2022-07-09,none,8
POL_02539,CUS_07103,Sedan - Liability,Liability,400,506.73,2019-11-03,2020-11-02,none,8
POL_02547,CUS_07192,Sedan - All Perils,All Perils,500,635.78,2024-03-02,2025-03-02,none,4
POL_02554,CUS_01865,Sedan - Collision,Collision,500,215.08,2018-07-30,2019-07-30,2,7
POL_02556,CUS_03744,Sedan - All Perils,All Perils,300,731.97,2023-04-18,2024-04-17,3,5
POL_02561,CUS_05031,Sedan - Collision,Collision,500,265.41,2018-12-23,2019-12-23,none,7
POL_02569,CUS_06070,Utility - Liability,Liability,500,613.14,2019-11-13,2020-11-12,1,2
POL_02575,CUS_01318,Sport - Liability,Liability,700,1122.62,2024-12-28,2025-12-28,3,7
POL_02585,CUS_02967,Sedan - Liability,Liability,500,429.97,2023-12-27,2024-12-26,none,4
POL_02586,CUS_02709,Sport - Liability,Liability,500,379.76,2019-10-29,2020-10-28,1,2
POL_02599,CUS_02049,Sport - All Perils,All Perils,500,659.76,2021-09-10,2022-09-10,2,7
POL_02614,CUS_06313,Sedan - All Perils,All Perils,300,809.77,2024-11-22,2025-11-22,none,8
POL_02642,CUS_05977,Sport - All Perils,All Perils,500,274.29,2020-04-19,2021-04-19,none,8
POL_02657,CUS_06717,Sport - Collision,Collision,700,707.04,2023-12-19,2024-12-18,4,4
POL_02658,CUS_05745,Sport - Collision,Collision,700,404.23,2024-07-26,2025-07-26,1,4
POL_02660,CUS_03368,Sedan - Liability,Liability,500,331.3,2025-03-29,2026-03-29,1,4
POL_02675,CUS_05504,Sedan - Collision,Collision,400,1123.17,2019-07-05,2020-07-04,2,6
POL_02676,CUS_05977,Sedan - Liability,Liability,300,2651.06,2019-10-19,2020-10-18,2,3
POL_02677,CUS_03156,Sedan - Collision,Collision,500,729.0,2019-11-07,2020-11-06,1,6
POL_02685,CUS_02733,Sedan - All Perils,All Perils,300,546.9,2023-01-17,2024-01-17,3,7
POL_02703,CUS_05308,Sport - Collision,Collision,500,235.94,2021-09-16,2022-09-16,none,8
POL_02707,CUS_05203,Utility - All Perils,All Perils,300,1733.97,2019-01-03,2020-01-03,none,1
POL_02712,CUS_05029,Sport - Collision,Collision,700,412.45,2020-09-23,2021-09-23,3,5
POL_02713,CUS_00827,Utility - All Perils,All Perils,500,972.1,2019-09-20,2020-09-19,2,7
POL_02714,CUS_04363,Sedan - Liability,Liability,700,264.5,2019-11-24,2020-11-23,2,4
POL_02716,CUS_04170,Utility - Liability,Liability,400,561.24,2021-08-11,2022-08-11,none,3
POL_02722,CUS_01856,Sedan - Liability,Liability,500,326.89,2024-03-02,2025-03-02,4,2
POL_02723,CUS_06429,Sedan - Collision,Collision,400,1402.59,2024-06-26,2025-06-26,2,4
POL_02731,CUS_06489,Sport - Collision,Collision,300,346.84,2024-04-28,2025-04-28,1,8
POL_02733,CUS_05765,Utility - Liability,Liability,300,1024.08,2022-12-17,2023-12-17,3,6
POL_02743,CUS_04033,Sedan - Collision,Collision,300,607.53,2024-03-30,2025-03-30,2,2
POL_02746,CUS_05933,Sport - Liability,Liability,400,820.31,2018-10-09,2019-10-09,none,4
POL_02747,CUS_02061,Sport - Liability,Liability,400,471.49,2025-03-13,2026-03-13,none,8
POL_02749,CUS_00119,Sport - Collision,Collision,400,945.47,2020-10-17,2021-10-17,1,5
